restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
"The Fusion Food Stand","Chinese, Thai, Fast Food",Noida,77.3322975,28.5579718,8.450,3.8
"44 Grills","North Indian, Chinese",Noida,77.339363,28.554041,6.500,0
"Ammi's Kitchen",Mughlai,Noida,77.3305135,28.5584685,5.200,0
"Bangali Restaurant","North Indian, Mughlai, Chinese",Noida,77.3374228,28.5541271,6.500,0
"Home Cafe","Bakery, Fast Food",Noida,0,0,3.250,0
"Hot Chilli Food Plaza","North Indian, South Indian",Noida,77.3431656,28.5585244,6.500,0
"Kanak Kitchen","North Indian",Noida,77.33950197,28.5568248,5.200,0
"Speziato Foods","North Indian, Mughlai",Noida,0,0,5.200,0
"The Golden Spoon",Chinese,Noida,77.3367172,28.5538698,3.250,0
"The Saffron Plant Restaurant","Chinese, North Indian, Mughlai",Noida,0,0,9.100,0
"Zaika Tiffin Center","North Indian, South Indian",Noida,0,0,1.300,0
"#Urban Caf刺","North Indian, Chinese, Italian",Noida,77.3441526,28.5485744,8.450,3.3
"Baked! Cakes & Desserts","Bakery, Desserts",Noida,0,0,4.550,3.3
"Quick Grabs","North Indian, Chinese",Noida,77.3440629,28.5489246,7.150,3.1
"The Roll Van","North Indian, Mughlai",Noida,77.3451396,28.5503712,6.500,2.9
"Balaji Restaurant & Sweets","South Indian",Noida,0,0,2.600,0
"Baskin Robbins","Ice Cream",Noida,77.3444218,28.5498552,3.900,0
"Baskin Robbins","Ice Cream",Noida,77.3442694,28.5486331,3.900,0
"Chandu Chat Bhandar","Street Food",Noida,0,0,1.950,0
"Foodies Park","Chinese, North Indian",Noida,77.3425046,28.5509007,5.850,0
"Noida Cakes Online",Bakery,Noida,77.3636066,28.5593943,3.900,3
"The Epicureans","North Indian, Mughlai, Chinese",Noida,77.3728126,28.5480976,8.450,3.4
Bhojanam4u,"North Indian",Noida,77.3740358,28.55065,2.600,0
Chocadoodledoo,Bakery,Noida,0,0,6.500,0
"Chocolate Therapy by Nishi",Bakery,Noida,77.3724136,28.55276,2.600,0
"Cookie House",Bakery,Noida,77.3717413,28.5528331,1.950,0
"Adhikari Fast Food Corner","Chinese, Fast Food",Noida,77.3678917,28.5572741,5.200,2.8
"Amrit's Agni Multi Cuisine Restaurant","North Indian, Chinese",Noida,77.3676875,28.5574096,7.150,2.9
"Punjabi Chaska","North Indian, Mughlai, Chinese",Noida,77.3681581,28.5571046,7.150,3
"The Choco Shop",Bakery,Noida,77.3682751,28.5571526,9.100,3
"The Taste","Bakery, Fast Food",Noida,77.3678243,28.5574263,6.500,3.1
"Tibb's Frankie","Fast Food",Noida,77.3727931,28.5551493,3.250,3.4
"Amazing Burgers","Burger, Fast Food",Noida,77.3728518,28.5555893,3.900,0
"Kitchen Express","North Indian",Noida,77.36971536,28.56072076,2.600,0
"Domino's Pizza","Pizza, Fast Food",Noida,77.3729825,28.5555542,9.100,2.3
"Public Cafe","Fast Food, Beverages",Noida,77.373221,28.5556159,5.850,2.4
Chocopur,"Bakery, Desserts",Noida,77.3719832,28.5573976,6.500,3
"Sweta Restaurant","North Indian",Noida,77.3706065,28.5596943,5.200,3.2
"Flames of Tandoor","North Indian, Mughlai",Noida,77.37059221,28.56042768,5.850,3.5
"Shaivi's Kitchen","North Indian, South Indian, Chinese",Noida,77.375287,28.5562369,3.900,0
Kuppies,"Bakery, Desserts",Noida,77.3234175,28.5887703,3.250,3.8
"The Urban Chulha","North Indian",Noida,77.3245004,28.5878734,3.900,3.5
"Goyal Chhole Kulche Wala","Street Food",Noida,77.32,28.59,1.300,0
"Cafe Coffee Day",Cafe,Noida,77.3619175,28.5705134,5.850,2.7
"Choco House",Desserts,Noida,77.361738,28.5695102,5.850,3.4
"DCK- Dana Choga's Kitchen","North Indian, Mughlai",Noida,77.3620969,28.5702613,10.400,2.7
"Fresh and Fit Ghar Ka Khana","North Indian, Healthy Food, Rajasthani",Noida,77.3619772,28.5702807,5.200,3.1
"Hungry Ullu","Fast Food",Noida,77.3640969,28.56872955,6.500,3.3
Khidmat,"North Indian, Mughlai, Chinese",Noida,77.3621286,28.5699073,9.750,3.4
"Lahori Restaurant","North Indian, Chinese",Noida,77.361983,28.5705071,10.400,2.5
"New Chinese Chilli Sizzler",Chinese,Noida,77.3621117,28.5699059,5.200,2.7
Nirmala's,"North Indian, Chinese",Noida,77.3704026,28.5694331,5.850,3.4
"Prime Bakery","Bakery, Mithai",Noida,77.3864967,28.5709428,3.900,3
"Royal Empire Meat Shop","Raw Meats, Fast Food",Noida,77.362366,28.5702866,5.200,3.4
"Southern Treat","South Indian",Noida,77.3620969,28.5703509,6.500,2.8
Subway,"American, Fast Food, Salad, Healthy Food",Noida,77.3619175,28.5705134,6.500,2.5
"The Chickmunks Caf刺","Fast Food, Cafe, Italian, North Indian, Chinese",Noida,77.3623092,28.5706018,7.150,3.2
"The FLIP Cafe","Italian, Continental, North Indian, Chinese",Noida,77.3623212,28.5697892,8.450,2.6
"Yo! China",Chinese,Noida,77.3620447,28.5703164,16.900,2.5
Gopala,"Mithai, Street Food",Noida,77.3619175,28.570872,3.250,3.6
"R.I.P Cafe & Lounge",Cafe,Noida,77.362497,28.5699968,9.100,3.5
"Big Biryani","Biryani, Mughlai",Noida,0,0,3.900,0
"Cupcakes & More","Bakery, Desserts",Noida,77.37630514,28.57683772,3.900,0
"Heavens Food Xprs","North Indian, Mughlai, Chinese",Noida,77.3624558,28.5699364,7.800,0
"Parul's Cooking Hub","North Indian",Noida,77.3620969,28.5708889,5.850,0
"Republic of Chicken","Raw Meats, Fast Food",Noida,77.3852409,28.5694797,5.200,0
"Somethings Sweet",Bakery,Noida,77.37,28.57,3.900,0
Chawla's?,"North Indian, Mughlai, Chinese",Noida,77.3620969,28.5702613,10.400,2.3
"Domino's Pizza","Pizza, Fast Food",Noida,77.3621039,28.5699792,9.100,2.4
"Nazeer Foods","Mughlai, North Indian",Noida,77.361896,28.5704704,7.800,2.3
"Night Food Xprs","North Indian, Chinese",Noida,77.3621866,28.5702697,6.500,2.3
"Pizza Hut Delivery","Italian, Pizza, Fast Food",Noida,77.3620973,28.5703849,10.400,2.3
"The Caspian","North Indian, Chinese",Noida,77.3624456,28.5708499,16.900,2.4
"The Noodle Box Co.","Chinese, Thai, Asian",Noida,77.3617899,28.5704635,9.750,2.4
"WTF - World's Tastiest Food","North Indian, Chinese",Noida,77.37062,28.5728,10.400,2.4
"Biryani By Kilo","Biryani, Mughlai",Noida,77.3617829,28.5704559,9.100,4.1
"Kalpak Restaurant & Cafe","North Indian, Chinese",Noida,77.3625098,28.5704437,16.900,4.3
Theos,"Desserts, Bakery, Fast Food",Noida,77.3619175,28.570603,6.500,4.1
"Aamantran Bangla","Bengali, North Indian",Noida,77.3670311,28.5780783,8.450,2.7
Chung-Fu,Chinese,Noida,0,0,4.550,3
"Paco Meals","North Indian, Chinese, Fast Food",Noida,77.3674796,28.5582143,1.950,2.8
"Reena Restaurant","North Indian, Chinese, South Indian",Noida,77.3624558,28.5782751,4.550,2.7
"Sanskriti Foods","North Indian, Chinese",Noida,77.3676591,28.5832481,8.450,3.1
"Biryani Vice","North Indian, Biryani",Noida,77.369257,28.578194,6.500,3.6
Dietwholic,"Healthy Food, North Indian, Chinese, Continental",Noida,77.3693635,28.5782979,7.800,3.7
Goldenplates,"North Indian, Mughlai, Chinese, Fast Food",Noida,77.3664928,28.5822417,7.800,3.6
"Mishti's Kitchen","Chinese, Mughlai",Noida,77.3692738,28.5781101,7.150,3.6
Shahenshah,"North Indian, Mughlai, Chinese",Noida,77.3665825,28.5825191,6.500,3.5
"Ayush Chicken Point","North Indian, Mughlai, Chinese",Noida,77.3681633,28.5834992,5.850,0
"Baby Got Bacon","American, Italian",Noida,0,0,6.500,0
"Better Butter Chicken","North Indian",Noida,0,0,6.500,0
"Black Pepper","North Indian, Chinese, Mughlai",Noida,0,0,6.500,0
"Chandni Chowk 2 China","North Indian, Chinese",Noida,0,0,5.200,0
"Choco N Lush","Bakery, Desserts",Noida,77.3672447,28.5783055,6.500,0
"Friend's Restaurant","North Indian, Chinese",Noida,77.3688983,28.583972,6.500,0
"Ghar Ka Khana","North Indian",Noida,77.3722342,28.58601,1.950,0
"Ghar Ka Swad","North Indian, Chinese",Noida,77.3722935,28.5862117,5.200,0
"Kake Da Dhaba","Awadhi, North Indian",Noida,0,0,3.900,0
"Knight Kitchens","North Indian, Fast Food, Chinese",Noida,77.3669408,28.5784302,5.850,0
"Lucknow Heritage",Lucknowi,Noida,77.37,28.58,5.200,0
"Momos Box","Tibetan, Street Food",Noida,77.37454668,28.58168431,1.300,0
"Raging Bull - The Spicy Punch","Mexican, Italian",Noida,0,0,6.500,0
"Second Home","Chinese, North Indian",Noida,77.3658648,28.5796721,10.400,0
"The Big Buddha Grill","Cafe, Mexican",Noida,77.366121,28.581868,7.150,0
Whatslife.in,"North Indian, Chinese",Noida,77.3614962,28.573306,6.500,0
"Slice of Italy","Italian, Pizza, Bakery",Noida,77.3720794,28.585893,9.100,2.3
"Bebbe Da Degh","North Indian",Noida,77.3625455,28.5867115,10.400,3.2
"Chauhan Hotel","North Indian",Noida,77.367691,28.5833075,1.950,2.9
"52 Food Express","North Indian, Chinese",Noida,77.3681073,28.5864134,3.900,0
"Delicious Treasure","North Indian",Noida,77.3655244,28.5879739,3.900,0
"Shiv Murti Hotel","North Indian",Noida,77.3675487,28.5832178,2.600,0
"Kaka Ji Restaurant","North Indian, Mughlai",Noida,77.3607512,28.5906666,10.400,2.9
Lazzez's,"North Indian, Mughlai, Chinese, Raw Meats",Noida,77.3625937,28.5953748,7.800,2.9
"Mithaas Sweets","North Indian, Chinese, South Indian, Mithai",Noida,77.362305,28.5955626,8.450,3.1
Mithaas,"North Indian, Chinese, South Indian, Mithai",Noida,77.3630838,28.5863139,8.450,3.2
"Tandoori Corner","North Indian, Mughlai, Chinese",Noida,77.3596121,28.5900318,6.500,2.6
Culinate,"Continental, Fast Food, Asian, Italian",Noida,77.365506,28.5913835,6.500,3.8
Haaochi,Chinese,Noida,77.3631735,28.5878465,7.800,3.5
"Bake Walkers","Bakery, Desserts",Noida,77.3607512,28.5906666,3.900,0
"Chacha Food Street","North Indian, Chinese",Noida,77.3623636,28.59562,5.200,0
DudeFood,"North Indian",Noida,77.3597643,28.5895874,4.550,0
"Indian Special Hot Momos",Chinese,Noida,77.3627249,28.5866387,0.650,0
"Kesarwa Bakez",Bakery,Noida,77.3626452,28.5957812,6.500,0
"Om Bikaner Sweets",Mithai,Noida,77.3627249,28.5866387,1.950,0
"Sadda Adda 2 Cafe & Lounge",Cafe,Noida,77.3631735,28.586412,3.900,0
"The Backyard Chef","North Indian",Noida,77.3607512,28.5906666,3.900,0
"Veer Jee","North Indian",Noida,77.36209564,28.59569369,3.250,0
"VP ki Kitchen","North Indian, Mughlai, Chinese",Noida,77.3624115,28.5869987,5.200,0
"Flying Cakes",Bakery,Noida,77.362366,28.5955703,4.550,2.1
"Taste In Box","North Indian, Chinese",Noida,77.3623312,28.5956935,6.500,2.3
"Snacks Point",Chinese,Noida,77.3469342,28.6070243,1.950,2.9
"Sector 55 China Town",Chinese,Noida,77.3470476,28.606606,3.900,0
"B Tamang Chineese",Chinese,Noida,77.3428293,28.6033018,3.900,2.9
Foodelicious,"North Indian, Chinese, Mughlai",Noida,77.3427967,28.6033255,6.500,3.1
"The Cake Masters","Bakery, Desserts",Noida,77.3429861,28.6032453,6.500,2.5
"Food Hut","North Indian",Noida,77.3427604,28.603325,1.950,0
"South Indian Snacks Stall","South Indian",Noida,77.3427275,28.6033137,2.600,0
"Twenty Four Seven","Fast Food, North Indian",Noida,77.3545409,28.6005354,3.900,0
Barista,Cafe,Noida,77.3576192,28.6045901,8.450,3
Barista,Cafe,Noida,77.358741,28.6048659,8.450,2.9
"The Gourmet Shack","Continental, American",Noida,77.35685091,28.60756944,7.800,3.3
"Vanshika Indian, Chinese, & Parantha Corner","Chinese, North Indian",Noida,77.3597643,28.6086827,3.900,3.1
"Yes Bosz Food Plaza","North Indian, Chinese",Noida,77.362444,28.6072953,5.200,2.7
"A1 Restaurant","North Indian",Noida,77.3533487,28.6101016,6.500,0
"Aggarwal Sweets India","Mithai, Street Food",Noida,77.35318667,28.61007,1.950,0
"Chaska Food Hut","North Indian, Chinese",Noida,77.3597207,28.6085274,3.900,0
"Hasty Tasty Fast Food","North Indian, Chinese",Noida,77.3625711,28.6057844,3.900,0
"Pihu's Cafe","Fast Food",Noida,0,0,2.600,0
"Sanjay Pandit Bhojnalaya","North Indian",Noida,77.3532162,28.6099807,1.950,0
"Sharma Hotel","North Indian",Noida,77.3528544,28.6097471,1.300,0
"Shri G","North Indian",Noida,77.3533213,28.6100951,1.300,0
"Nite Bites","North Indian, Chinese, Fast Food",Noida,77.3723239,28.6080732,8.450,2.7
"Shankar Fast Food","North Indian, Chinese",Noida,77.3626026,28.6088161,3.900,2.7
"Shivam Fast Food","North Indian, South Indian, Chinese",Noida,77.3626134,28.6088444,4.550,2.9
"Yumbo Bites","Fast Food",Noida,77.3724933,28.6086461,4.550,3.1
"Essen Foods","North Indian, Mughlai, Chinese",Noida,77.3781674,28.6095755,9.100,0
L'amore,"Bakery, Desserts, Fast Food",Noida,77.3724239,28.6081042,2.600,0
"SPL Food Corner","Chinese, North Indian",Noida,77.36256,28.6084226,3.900,0
"Shree Ganesh M Cafe","South Indian",Noida,77.3178507,28.5920932,1.950,3.1
"Chauhan Fast Food","Chinese, North Indian, Fast Food",Noida,77.3624842,28.6047247,3.250,0
"Right for Night","North Indian",Noida,0,0,2.600,0
Whatslife.in,"North Indian, Chinese",Noida,77.3719027,28.6055225,6.500,0
BakeAffair,"Bakery, Desserts",Noida,0,0,3.900,3.4
Mirchievous,"North Indian",Noida,77.36473083,28.59345268,8.450,3.1
"Cafe Coffee Day",Cafe,Noida,0,0,5.850,0
"Dev Food","North Indian, South Indian, Chinese",Noida,0,0,3.900,0
"Green Vally Chiiness Food",Chinese,Noida,77.362366,28.59566,3.900,0
"221 B Baker Street",Bakery,Noida,77.3716062,28.6142808,2.600,3.2
"Binge Restaurant","North Indian, Chinese, Continental",Noida,77.3625455,28.6127995,14.300,3.2
Boxmeal,"North Indian, Chinese",Noida,77.3698446,28.6181042,5.200,3
"Brown Town",Bakery,Noida,77.370818,28.6191966,1.950,2.7
"Cafe Coffee Day",Cafe,Noida,77.3625455,28.6127995,5.850,3
"Cafe Coffee Day",Cafe,Noida,77.3666722,28.6127402,5.850,3
"Cafe Green Apple","North Indian, South Indian, Fast Food",Noida,77.374165,28.6274956,5.200,3.2
"Cake Mandi","Bakery, Desserts",Noida,77.35402454,28.61083103,6.500,3.2
"Chai Thela",Cafe,Noida,77.3666722,28.6127402,3.250,3.1
"Chinese Chilli Sizzler",Chinese,Noida,77.371174,28.6139194,2.600,2.9
"Delhi Biryani Hut","Biryani, Mughlai",Noida,77.3704181,28.6181215,3.900,2.7
"Dev's Restaurant & Bar","North Indian, Mughlai, Chinese",Noida,77.3716062,28.6142808,19.500,3.1
"Doggy Style","Continental, Italian",Noida,77.33747028,28.58167444,9.100,3.2
"Domino's Pizza","Pizza, Fast Food",Noida,77.37043262,28.62443114,9.100,2.6
"Floating Cakes",Bakery,Noida,0,0,5.200,2.8
"Food Brigade","North Indian, South Indian, Chinese, Fast Food",Noida,77.37389041,28.62840758,3.900,3.2
"Frequent Bakes","Bakery, Desserts, Fast Food",Noida,77.3702942,28.6181067,4.550,2.5
GreeNox,"Fast Food, Beverages",Noida,77.37371799,28.62667926,2.600,3.4
"GVP Creations",Bakery,Noida,77.37029448,28.61183236,5.200,3.1
"Health Buzzz","Healthy Food",Noida,77.3707092,28.6184991,4.550,3.2
"Hot & Spicy",Chinese,Noida,77.3665825,28.612911,3.250,2.9
"Malabar Junction","South Indian, North Indian, Chinese",Noida,77.369864,28.6181511,6.500,3.3
"Masters Caterer","North Indian, Chinese",Noida,77.3666722,28.6127402,5.200,2.9
"Meeting Point Corner",Chinese,Noida,77.3738681,28.6280874,2.600,2.8
"Mithaas Sweets","North Indian, Chinese, South Indian, Mithai",Noida,77.3706652,28.6180976,8.450,2.7
"Mom's Canteen","North Indian",Noida,0,0,2.600,3
"MS Foods","North Indian",Noida,77.3545194,28.61263059,5.200,3.1
"Oh Buoy",Chinese,Noida,77.37002995,28.62392171,8.450,3.3
"Old Tehrii Cafe & Lounge","North Indian, Chinese, Cafe",Noida,77.35519834,28.61451253,19.500,3.1
"Pichli Gali","North Indian, Chinese, Fast Food",Noida,77.3701709,28.6193448,3.900,3
"Pizza Hut","Italian, Pizza",Noida,77.3625455,28.6127995,13.000,3.1
Rasoi99,"North Indian, Chinese",Noida,77.3705298,28.6197372,10.400,3.2
"Republic of Chicken","Raw Meats, Fast Food",Noida,77.3704489,28.6196711,5.200,3.1
"Republic's @ Dhaba","North Indian, Street Food",Noida,77.3625455,28.6127995,9.750,2.9
"Rolling Beans","South Indian",Noida,77.3700887,28.6239066,3.250,2.8
Rollmaal,"Fast Food, North Indian, Chinese",Noida,77.3624558,28.612791,6.500,3.4
Subway,"American, Fast Food, Salad, Healthy Food",Noida,77.37041719,28.62453856,6.500,2.5
Swad,"North Indian, Chinese, Continental",Noida,77.3684034,28.613167,11.700,2.8
"The Chaiwalas",Cafe,Noida,0,0,3.900,2.9
"The Hunger Cure","Fast Food, North Indian",Noida,77.3707797,28.6187885,7.800,3
"World Bites","Chinese, North Indian",Noida,77.3698121,28.6185042,6.500,3.4
"BunkYard Cafe","Fast Food, Beverages",Noida,77.3624828,28.6145003,5.200,3.5
Chaayos,"Cafe, Tea",Noida,77.37017244,28.62453797,5.200,3.5
RollsKing,"Fast Food",Noida,77.3702457,28.6182239,3.900,3.8
"Sandwich King","Fast Food",Noida,77.3631735,28.613038,6.500,3.5
"Speedy Chow","Chinese, Thai",Noida,77.3624558,28.612791,11.050,3.6
"Aggarwal Bikaneri Sweets & Restaurant","Street Food, Mithai",Noida,77.35487667,28.61550833,1.300,0
"Al-Aayat Mughlai Biryani",Biryani,Noida,77.35400308,28.61044692,1.300,0
"Baba Chinese Fast Food",Chinese,Noida,77.35509105,28.61997007,3.250,0
"Cafe Coffee Day",Cafe,Noida,77.3723946,28.618099,5.850,0
"Cafe Rap","Fast Food",Noida,77.37004437,28.6252228,3.250,0
"Chinese Fast Food Corner",Chinese,Noida,77.368349,28.6238525,3.250,0
"Chinese Food Corner",Chinese,Noida,0,0,2.600,0
"Chinese Hot",Chinese,Noida,77.3672105,28.6139563,2.600,0
"Dial a Cake","Bakery, Fast Food",Noida,0,0,5.200,0
"Doon Dhaba","North Indian, Chinese",Noida,77.370496,28.6181335,2.600,0
"Food Weavers","Chinese, North Indian",Noida,77.3656117,28.6129491,4.550,0
"Green Chick Chop","Raw Meats, North Indian, Fast Food",Noida,77.3712474,28.6143366,4.550,0
"Hookie Dookie",Cafe,Noida,77.3706875,28.6193211,6.500,0
"Hotel Green View Palace","North Indian, Chinese, South Indian",Noida,77.35475075,28.61750372,9.100,0
"Hurry Curry Express","North Indian, Mughlai, Chinese",Noida,77.20952498,28.62565716,7.150,0
"Kesarwa Bakez",Bakery,Noida,77.3707092,28.6182302,7.800,0
"Let's Noodle",Chinese,Noida,77.3629871,28.6207119,4.550,0
"New Dragon Chinese Fast Food  & Paranthey Wala",Chinese,Noida,77.3660074,28.6132102,4.550,0
"New Shahi Chinese Fast Food",Chinese,Noida,77.3633138,28.6132289,5.200,0
"Night Food Delivery","North Indian, Chinese",Noida,77.3706195,28.619656,6.500,0
"Rajwana Foods","North Indian, Chinese",Noida,77.3634824,28.6131696,3.900,0
"Shama Chicken Corner",Mughlai,Noida,77.3707092,28.6182302,6.500,0
"Shiva Shudh Shakahari Bhojnalaya","North Indian",Noida,77.3550388,28.6220057,2.600,0
"Shri Balaji Shudh Vaishno Dhaba","North Indian",Noida,77.3551543,28.6218907,2.600,0
"Southern Santushti Cafe","South Indian",Noida,77.37101935,28.62503592,5.200,0
"Tiffin Man House","North Indian",Noida,77.369567,28.6188035,2.600,0
"WOW Zaika","North Indian",Noida,0,0,3.250,0
"Grand Eatery","North Indian, Chinese, Mughlai, Fast Food",Noida,77.3707194,28.6191953,7.800,2.4
"Nathu's Sweets","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",Noida,77.3624558,28.612791,6.500,2.4
Subway,"American, Fast Food, Salad, Healthy Food",Noida,77.3664928,28.6129026,6.500,2.4
"Chick Chicken Barbeque","North Indian, Mughlai, Chinese",Noida,77.38531,28.625608,9.750,2.6
"Tiwari Hot Pot","North Indian, Chinese, South Indian",Noida,77.3770285,28.616674,5.850,2.6
Chaiwaalas,"Fast Food, Beverages",Noida,0,0,1.300,0
"Delhi Mughlai Biryani",Biryani,Noida,77.3784944,28.6177586,3.900,0
Dumpty's,"Fast Food",Noida,77.3771889,28.6249999,2.600,0
"Food Passengers","North Indian",Noida,0,0,3.250,0
"Hungry Buddies","North Indian",Noida,77.3846785,28.6125969,3.900,0
"Maa Durga Food Corner","North Indian",Noida,77.3760306,28.6292246,2.600,0
Subhoj,"North Indian, Biryani",Noida,0,0,4.550,0
"The Square Meal","North Indian, South Indian, Chinese",Noida,0,0,10.400,0
"Twenty Four Seven","Fast Food, North Indian",Noida,0,0,3.900,0
Yeoh,"North Indian, Chinese, Italian, Thai",Noida,0,0,6.500,0
"South King Restaurant","South Indian, Chinese",Noida,77.3772233,28.6075466,3.900,2.8
"Twomato Foods","North Indian",Noida,77.380365,28.607233,5.200,3.2
"Lazeez Foods","North Indian, Mughlai, Chinese",Noida,77.3760035,28.6095834,5.200,0
"Spicy Punjabi Tadka","North Indian",Noida,77.3757327,28.6095596,7.150,0
"SPL Foods Plaza","North Indian, Chinese",Noida,77.3799187,28.6072612,7.800,0
"Super Cake Shop",Bakery,Noida,77.3755981,28.6094124,3.900,0
"Bats On Delivery","North Indian, Fast Food",Noida,77.317172,28.597085,9.100,2.7
"Legacy of Awadh","North Indian, Mughlai",Noida,77.3201607,28.5976222,6.500,3.3
Sweetcake.in,Bakery,Noida,0,0,3.900,0
"Hurry Curry","North Indian, Chinese",Noida,0,0,6.500,3.1
Thaaliwaalaa.com,"North Indian",Noida,77.3751945,28.5915785,2.600,2.9
" Let's Burrrp","Chinese, North Indian",Noida,0,0,5.200,0
"Annapurna Caterings","North Indian",Noida,0,0,2.600,0
"Beyond Food","North Indian",Noida,77.3771267,28.6008237,2.600,0
"Brown Town",Bakery,Noida,77.3771316,28.6008229,1.950,0
"Royal Spice","North Indian",Noida,77.3798644,28.6076509,6.500,0
Bikaner's,"Mithai, North Indian, Chinese",Noida,77.3823794,28.5645097,5.200,2.9
"Chilli Zone","North Indian, Chinese",Noida,77.3813429,28.5664689,6.500,3.4
"Cold Rock Cafe","Fast Food, Italian, Desserts, Beverages",Noida,77.381327,28.5663929,4.550,3.3
"Cup and Cones",Desserts,Noida,77.3811864,28.5663773,1.950,3.1
"Desi Spice","North Indian, Chinese",Noida,77.3851512,28.5646289,7.800,3
"Food Destination","North Indian",Noida,77.3862918,28.57108,5.200,3
"Gangaur Sweets","North Indian, South Indian, Chinese, Mithai",Noida,77.3809101,28.5914755,6.500,2.7
Handi,"North Indian, Chinese",Noida,77.3997654,28.585038,11.050,2.9
"Hungry Inn","North Indian, Chinese, South Indian",Noida,77.3863299,28.5722375,6.500,3
Keventers,Beverages,Noida,77.3864019,28.5723004,5.200,2.9
La-Cuisine,"North Indian, Chinese",Noida,77.4013017,28.5868911,7.150,2.9
"Melting Flavours","North Indian",Noida,77.3810922,28.5663966,10.400,3.4
"Mighty Mughlai","North Indian, Mughlai, Chinese",Noida,77.32181758,28.57605503,5.850,3.2
Mithaas,"North Indian, Chinese, South Indian, Mithai",Noida,77.400309,28.5879324,8.450,2.9
"Mood 4 Food","Street Food, North Indian",Noida,77.38469392,28.56920274,1.950,3.1
"Northern Bytes","Kashmiri, Chinese",Noida,77.3920718,28.57173,6.500,3.1
Shahenshah,"North Indian, Mughlai, Chinese",Noida,77.3833124,28.5905939,6.500,3
"Sugar Daddy Bakers",Bakery,Noida,77.3819125,28.566406,4.550,2.7
"Swag Sadda Desi","Fast Food, North Indian",Noida,77.3992328,28.5851413,3.900,3.1
"The Chinese Hut","Chinese, Fast Food",Noida,77.38271,28.5645272,5.200,2.9
"Wild Chef House","North Indian, Mughlai",Noida,77.3848705,28.5694254,6.500,3.1
"Grub Patio","Cafe, Continental, Italian",Noida,77.3810436,28.5664155,7.800,3.7
"The Grill @ 76","North Indian, Mughlai, Chinese",Noida,77.3821963,28.5665424,8.450,3.5
"Zooby's Kitchen","North Indian, Mughlai, Chinese",Noida,77.3814563,28.5663598,10.400,3.5
4U,"North Indian, South Indian, Chinese",Noida,77.3813897,28.5659688,3.250,0
"Aadhya Bakery & Foods","Bakery, North Indian",Noida,77.3803972,28.5891989,3.250,0
"Bake Walkers","Bakery, Desserts",Noida,77.3805766,28.5914573,3.900,0
"Bean Machine & Co.","Italian, Continental, American",Noida,77.400003,28.588073,6.500,0
"Big B Pastry Shop","Bakery, Fast Food",Noida,77.3816692,28.5663512,2.600,0
"Breadman Cake Shop",Bakery,Noida,77.386365,28.5706274,3.900,0
Breaky2Dinner,"Chinese, North Indian",Noida,77.3837255,28.5714727,6.500,0
"Brijwasi Sweets","Mithai, Fast Food",Noida,77.3991911,28.5853989,1.300,0
"Cafe Hot Pot","Fast Food",Noida,77.3992776,28.58528,1.300,0
"Chef's Curry","North Indian, Mughlai, Chinese",Noida,77.386199,28.5722136,7.800,0
"Dilli Bakery","Bakery, Fast Food",Noida,77.3812069,28.5664704,3.250,0
"Domino's Pizza","Pizza, Fast Food",Noida,77.3986498,28.5880007,9.100,0
"Dove And Mouse","Cafe, Desserts",Noida,77.387573,28.5639598,6.500,0
"Food Cabana",Chinese,Noida,0,0,5.850,0
"Frozen Grillz","Raw Meats, North Indian, Fast Food",Noida,77.3851512,28.5645393,4.550,0
"Ganesh Chinese Food Corner",Chinese,Noida,77.3819508,28.5666463,3.900,0
"Green Chick Chop","Raw Meats, North Indian, Fast Food",Noida,77.3864967,28.5704048,4.550,0
"Handi Mitran Di","Mughlai, North Indian, Chinese",Noida,77.3822877,28.5665638,9.100,0
"Hunger Tales","Lucknowi, Mughlai, North Indian",Noida,77.3346967,28.5419387,6.500,0
"Hydrabad Biryani Express","North Indian",Noida,77.3827156,28.5643503,4.550,0
"Ice Stone Cafe",Desserts,Noida,0,0,2.600,0
"Kake Da Dhaba","North Indian",Noida,0,0,5.850,0
"Lucknow Wale Kwality Kabab","Mughlai, North Indian",Noida,77.3807896,28.5664153,7.800,0
Mairu's,"North Indian, Chinese, Fast Food",Noida,77.3851512,28.5646289,3.900,0
Meatwale.com,"Raw Meats, Fast Food",Noida,77.3863819,28.5707996,3.900,0
"Mr. Biryani Walia",Biryani,Noida,0,0,5.200,0
"N E Great Foods","Street Food",Noida,77.3846131,28.5711244,1.300,0
"New Punjabi Tadka","North Indian, Chinese",Noida,77.3936272,28.5674429,3.900,0
"Royal King","North Indian, South Indian, Street Food",Noida,77.392176,28.5717508,10.400,0
"The Dhaba","North Indian",Noida,77.3812875,28.5665039,6.500,0
"Tikka Express meets Chennai Express","Fast Food, North Indian, South Indian",Noida,77.3992328,28.585231,5.200,0
Vyanjan,"North Indian",Noida,77.3839456,28.5712706,3.900,0
Yolkers,"Fast Food",Noida,77.3992776,28.58528,3.250,0
"Zaika Kathi Rolls","Fast Food",Noida,77.3923332,28.5717732,1.300,0
"Zaika of Dilli 6","North Indian, Chinese, Kashmiri",Noida,77.3804176,28.5716155,7.800,0
Bikaner's,"Mithai, North Indian",Noida,77.3812288,28.56639,5.200,2.4
