ym,region,state,category,gender,total_order,canceled_order,canceled_ratio
2021-05,West,OR,Superstore,M,1,1,100.0000
2021-05,West,OR,"Women's Fashion",F,1,0,0.0000
2021-05,West,OR,"Women's Fashion",M,12,0,0.0000
2021-05,West,UT,Appliances,M,4,0,0.0000
2021-05,West,UT,"Beauty & Grooming",F,7,4,57.1429
2021-05,West,UT,"Beauty & Grooming",M,2,0,0.0000
2021-05,West,UT,Computing,M,2,0,0.0000
2021-05,West,UT,Entertainment,M,1,0,0.0000
2021-05,West,UT,"Health & Sports",F,2,0,0.0000
2021-05,West,UT,"Home & Living",M,1,0,0.0000
2021-05,West,UT,"Men's Fashion",M,17,11,64.7059
2021-05,West,UT,"Mobiles & Tablets",F,4,2,50.0000
2021-05,West,UT,"Mobiles & Tablets",M,7,2,28.5714
2021-05,West,UT,Others,F,5,5,100.0000
2021-05,West,UT,Others,M,6,6,100.0000
2021-05,West,UT,Soghaat,M,1,1,100.0000
2021-05,West,UT,Superstore,M,1,0,0.0000
2021-05,West,UT,"Women's Fashion",F,1,1,100.0000
2021-05,West,UT,"Women's Fashion",M,5,3,60.0000
2021-05,West,WA,Appliances,F,5,4,80.0000
2021-05,West,WA,Appliances,M,1,0,0.0000
2021-05,West,WA,"Beauty & Grooming",F,1,0,0.0000
2021-05,West,WA,Computing,F,2,0,0.0000
2021-05,West,WA,Entertainment,F,7,7,100.0000
2021-05,West,WA,Entertainment,M,1,0,0.0000
2021-05,West,WA,"Health & Sports",F,3,0,0.0000
2021-05,West,WA,"Health & Sports",M,1,0,0.0000
2021-05,West,WA,"Home & Living",F,3,0,0.0000
2021-05,West,WA,"Home & Living",M,3,1,33.3333
2021-05,West,WA,"Kids & Baby",M,2,0,0.0000
2021-05,West,WA,"Men's Fashion",F,3,0,0.0000
2021-05,West,WA,"Men's Fashion",M,8,4,50.0000
2021-05,West,WA,"Mobiles & Tablets",F,42,28,66.6667
2021-05,West,WA,"Mobiles & Tablets",M,5,1,20.0000
2021-05,West,WA,Others,F,4,4,100.0000
2021-05,West,WA,Others,M,13,13,100.0000
2021-05,West,WA,Soghaat,F,1,0,0.0000
2021-05,West,WA,Soghaat,M,1,0,0.0000
2021-05,West,WA,Superstore,F,2,0,0.0000
2021-05,West,WA,Superstore,M,2,0,0.0000
2021-05,West,WA,"Women's Fashion",F,6,0,0.0000
2021-05,West,WA,"Women's Fashion",M,10,4,40.0000
2021-05,West,WY,Appliances,F,1,0,0.0000
2021-05,West,WY,"Beauty & Grooming",M,1,0,0.0000
2021-05,West,WY,Computing,M,1,0,0.0000
2021-05,West,WY,Entertainment,F,1,1,100.0000
2021-05,West,WY,"Home & Living",M,2,2,100.0000
2021-05,West,WY,"Men's Fashion",F,2,0,0.0000
2021-05,West,WY,"Men's Fashion",M,6,5,83.3333
2021-05,West,WY,"Mobiles & Tablets",F,3,0,0.0000
2021-05,West,WY,"Mobiles & Tablets",M,15,15,100.0000
2021-05,West,WY,Others,F,1,1,100.0000
2021-05,West,WY,Others,M,3,3,100.0000
2021-05,West,WY,Soghaat,M,2,0,0.0000
2021-05,West,WY,Superstore,M,2,0,0.0000
2021-05,West,WY,"Women's Fashion",F,5,0,0.0000
2021-05,West,WY,"Women's Fashion",M,2,0,0.0000
2021-06,Midwest,IA,Appliances,F,46,41,89.1304
2021-06,Midwest,IA,Appliances,M,22,16,72.7273
2021-06,Midwest,IA,"Beauty & Grooming",F,8,7,87.5000
2021-06,Midwest,IA,"Beauty & Grooming",M,9,7,77.7778
2021-06,Midwest,IA,Computing,F,14,12,85.7143
2021-06,Midwest,IA,Computing,M,3,3,100.0000
2021-06,Midwest,IA,Entertainment,F,9,9,100.0000
2021-06,Midwest,IA,Entertainment,M,20,20,100.0000
2021-06,Midwest,IA,"Health & Sports",F,1,1,100.0000
2021-06,Midwest,IA,"Home & Living",F,2,0,0.0000
2021-06,Midwest,IA,"Home & Living",M,6,5,83.3333
2021-06,Midwest,IA,"Kids & Baby",F,4,2,50.0000
2021-06,Midwest,IA,"Men's Fashion",F,15,12,80.0000
2021-06,Midwest,IA,"Men's Fashion",M,5,4,80.0000
2021-06,Midwest,IA,"Mobiles & Tablets",F,74,66,89.1892
2021-06,Midwest,IA,"Mobiles & Tablets",M,40,39,97.5000
2021-06,Midwest,IA,Others,M,2,2,100.0000
2021-06,Midwest,IA,Soghaat,F,9,9,100.0000
2021-06,Midwest,IA,Soghaat,M,5,5,100.0000
2021-06,Midwest,IA,Superstore,F,6,6,100.0000
2021-06,Midwest,IA,Superstore,M,12,7,58.3333
2021-06,Midwest,IA,"Women's Fashion",F,6,5,83.3333
2021-06,Midwest,IA,"Women's Fashion",M,9,6,66.6667
2021-06,Midwest,IL,Appliances,F,32,32,100.0000
2021-06,Midwest,IL,Appliances,M,42,37,88.0952
2021-06,Midwest,IL,"Beauty & Grooming",F,10,10,100.0000
2021-06,Midwest,IL,"Beauty & Grooming",M,10,10,100.0000
2021-06,Midwest,IL,Computing,F,4,4,100.0000
2021-06,Midwest,IL,Computing,M,14,13,92.8571
2021-06,Midwest,IL,Entertainment,F,13,10,76.9231
2021-06,Midwest,IL,Entertainment,M,46,32,69.5652
2021-06,Midwest,IL,"Health & Sports",F,3,3,100.0000
2021-06,Midwest,IL,"Health & Sports",M,43,9,20.9302
2021-06,Midwest,IL,"Home & Living",F,7,7,100.0000
2021-06,Midwest,IL,"Home & Living",M,2,1,50.0000
2021-06,Midwest,IL,"Kids & Baby",F,1,1,100.0000
2021-06,Midwest,IL,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,IL,"Men's Fashion",F,27,25,92.5926
2021-06,Midwest,IL,"Men's Fashion",M,13,12,92.3077
2021-06,Midwest,IL,"Mobiles & Tablets",F,63,58,92.0635
2021-06,Midwest,IL,"Mobiles & Tablets",M,54,42,77.7778
2021-06,Midwest,IL,Others,F,1,1,100.0000
2021-06,Midwest,IL,Others,M,2,1,50.0000
2021-06,Midwest,IL,"School & Education",F,1,1,100.0000
2021-06,Midwest,IL,Soghaat,F,3,3,100.0000
2021-06,Midwest,IL,Soghaat,M,1,0,0.0000
2021-06,Midwest,IL,Superstore,F,7,7,100.0000
2021-06,Midwest,IL,Superstore,M,5,4,80.0000
2021-06,Midwest,IL,"Women's Fashion",F,9,7,77.7778
2021-06,Midwest,IL,"Women's Fashion",M,21,18,85.7143
2021-06,Midwest,IN,Appliances,F,31,25,80.6452
2021-06,Midwest,IN,Appliances,M,20,16,80.0000
2021-06,Midwest,IN,"Beauty & Grooming",F,12,8,66.6667
2021-06,Midwest,IN,"Beauty & Grooming",M,1,1,100.0000
2021-06,Midwest,IN,Books,M,1,0,0.0000
2021-06,Midwest,IN,Computing,M,2,1,50.0000
2021-06,Midwest,IN,Entertainment,F,21,13,61.9048
2021-06,Midwest,IN,Entertainment,M,13,13,100.0000
2021-06,Midwest,IN,"Health & Sports",F,1,0,0.0000
2021-06,Midwest,IN,"Home & Living",F,4,3,75.0000
2021-06,Midwest,IN,"Home & Living",M,6,4,66.6667
2021-06,Midwest,IN,"Kids & Baby",F,4,2,50.0000
2021-06,Midwest,IN,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,IN,"Men's Fashion",F,6,4,66.6667
2021-06,Midwest,IN,"Men's Fashion",M,2,1,50.0000
2021-06,Midwest,IN,"Mobiles & Tablets",F,75,65,86.6667
2021-06,Midwest,IN,"Mobiles & Tablets",M,43,41,95.3488
2021-06,Midwest,IN,Others,M,9,9,100.0000
2021-06,Midwest,IN,"School & Education",F,1,1,100.0000
2021-06,Midwest,IN,Soghaat,F,3,3,100.0000
2021-06,Midwest,IN,Soghaat,M,1,1,100.0000
2021-06,Midwest,IN,Superstore,F,3,2,66.6667
2021-06,Midwest,IN,Superstore,M,7,7,100.0000
2021-06,Midwest,IN,"Women's Fashion",F,8,5,62.5000
2021-06,Midwest,IN,"Women's Fashion",M,7,5,71.4286
2021-06,Midwest,KS,Appliances,F,27,24,88.8889
2021-06,Midwest,KS,Appliances,M,35,34,97.1429
2021-06,Midwest,KS,"Beauty & Grooming",F,6,5,83.3333
2021-06,Midwest,KS,"Beauty & Grooming",M,8,8,100.0000
2021-06,Midwest,KS,Books,M,1,0,0.0000
2021-06,Midwest,KS,Computing,F,5,5,100.0000
2021-06,Midwest,KS,Computing,M,4,4,100.0000
2021-06,Midwest,KS,Entertainment,F,11,11,100.0000
2021-06,Midwest,KS,Entertainment,M,8,7,87.5000
2021-06,Midwest,KS,"Health & Sports",F,3,2,66.6667
2021-06,Midwest,KS,"Health & Sports",M,1,1,100.0000
2021-06,Midwest,KS,"Home & Living",F,6,5,83.3333
2021-06,Midwest,KS,"Home & Living",M,2,2,100.0000
2021-06,Midwest,KS,"Kids & Baby",F,4,3,75.0000
2021-06,Midwest,KS,"Men's Fashion",F,7,4,57.1429
2021-06,Midwest,KS,"Men's Fashion",M,4,4,100.0000
2021-06,Midwest,KS,"Mobiles & Tablets",F,48,46,95.8333
2021-06,Midwest,KS,"Mobiles & Tablets",M,49,38,77.5510
2021-06,Midwest,KS,Others,M,2,1,50.0000
2021-06,Midwest,KS,Soghaat,M,8,8,100.0000
2021-06,Midwest,KS,Superstore,F,6,6,100.0000
2021-06,Midwest,KS,Superstore,M,7,7,100.0000
2021-06,Midwest,KS,"Women's Fashion",F,1,1,100.0000
2021-06,Midwest,KS,"Women's Fashion",M,2,2,100.0000
2021-06,Midwest,MI,Appliances,F,31,29,93.5484
2021-06,Midwest,MI,Appliances,M,26,24,92.3077
2021-06,Midwest,MI,"Beauty & Grooming",F,12,11,91.6667
2021-06,Midwest,MI,"Beauty & Grooming",M,11,10,90.9091
2021-06,Midwest,MI,Computing,F,2,2,100.0000
2021-06,Midwest,MI,Computing,M,2,2,100.0000
2021-06,Midwest,MI,Entertainment,F,32,24,75.0000
2021-06,Midwest,MI,Entertainment,M,8,5,62.5000
2021-06,Midwest,MI,"Health & Sports",F,4,3,75.0000
2021-06,Midwest,MI,"Health & Sports",M,4,2,50.0000
2021-06,Midwest,MI,"Home & Living",F,2,1,50.0000
2021-06,Midwest,MI,"Home & Living",M,4,2,50.0000
2021-06,Midwest,MI,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,MI,"Men's Fashion",F,11,11,100.0000
2021-06,Midwest,MI,"Men's Fashion",M,31,28,90.3226
2021-06,Midwest,MI,"Mobiles & Tablets",F,50,41,82.0000
2021-06,Midwest,MI,"Mobiles & Tablets",M,27,27,100.0000
2021-06,Midwest,MI,Others,M,1,0,0.0000
2021-06,Midwest,MI,"School & Education",M,2,1,50.0000
2021-06,Midwest,MI,Soghaat,M,3,3,100.0000
2021-06,Midwest,MI,Superstore,F,11,11,100.0000
2021-06,Midwest,MI,Superstore,M,13,9,69.2308
2021-06,Midwest,MI,"Women's Fashion",F,3,2,66.6667
2021-06,Midwest,MI,"Women's Fashion",M,2,1,50.0000
2021-06,Midwest,MN,Appliances,F,31,26,83.8710
2021-06,Midwest,MN,Appliances,M,22,16,72.7273
2021-06,Midwest,MN,"Beauty & Grooming",F,6,5,83.3333
2021-06,Midwest,MN,"Beauty & Grooming",M,13,13,100.0000
2021-06,Midwest,MN,Computing,F,8,6,75.0000
2021-06,Midwest,MN,Computing,M,3,2,66.6667
2021-06,Midwest,MN,Entertainment,F,22,15,68.1818
2021-06,Midwest,MN,Entertainment,M,13,12,92.3077
2021-06,Midwest,MN,"Health & Sports",F,2,1,50.0000
2021-06,Midwest,MN,"Home & Living",F,3,2,66.6667
2021-06,Midwest,MN,"Home & Living",M,3,3,100.0000
2021-06,Midwest,MN,"Kids & Baby",F,3,3,100.0000
2021-06,Midwest,MN,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,MN,"Men's Fashion",F,16,15,93.7500
2021-06,Midwest,MN,"Men's Fashion",M,20,18,90.0000
2021-06,Midwest,MN,"Mobiles & Tablets",F,22,20,90.9091
2021-06,Midwest,MN,"Mobiles & Tablets",M,42,34,80.9524
2021-06,Midwest,MN,Others,M,10,10,100.0000
2021-06,Midwest,MN,Soghaat,F,27,27,100.0000
2021-06,Midwest,MN,Soghaat,M,1,1,100.0000
2021-06,Midwest,MN,Superstore,F,15,14,93.3333
2021-06,Midwest,MN,Superstore,M,3,2,66.6667
2021-06,Midwest,MN,"Women's Fashion",F,7,7,100.0000
2021-06,Midwest,MN,"Women's Fashion",M,6,5,83.3333
2021-06,Midwest,MO,Appliances,F,28,26,92.8571
2021-06,Midwest,MO,Appliances,M,25,18,72.0000
2021-06,Midwest,MO,"Beauty & Grooming",F,4,4,100.0000
2021-06,Midwest,MO,"Beauty & Grooming",M,6,6,100.0000
2021-06,Midwest,MO,Books,M,1,1,100.0000
2021-06,Midwest,MO,Computing,F,5,4,80.0000
2021-06,Midwest,MO,Computing,M,4,4,100.0000
2021-06,Midwest,MO,Entertainment,F,16,11,68.7500
2021-06,Midwest,MO,Entertainment,M,15,11,73.3333
2021-06,Midwest,MO,"Health & Sports",F,5,4,80.0000
2021-06,Midwest,MO,"Health & Sports",M,1,1,100.0000
2021-06,Midwest,MO,"Home & Living",F,2,2,100.0000
2021-06,Midwest,MO,"Home & Living",M,3,3,100.0000
2021-06,Midwest,MO,"Kids & Baby",F,1,0,0.0000
2021-06,Midwest,MO,"Kids & Baby",M,3,2,66.6667
2021-06,Midwest,MO,"Men's Fashion",F,12,10,83.3333
2021-06,Midwest,MO,"Men's Fashion",M,17,17,100.0000
2021-06,Midwest,MO,"Mobiles & Tablets",F,120,115,95.8333
2021-06,Midwest,MO,"Mobiles & Tablets",M,50,43,86.0000
2021-06,Midwest,MO,Others,M,3,1,33.3333
2021-06,Midwest,MO,Soghaat,F,5,5,100.0000
2021-06,Midwest,MO,Soghaat,M,12,11,91.6667
2021-06,Midwest,MO,Superstore,F,11,11,100.0000
2021-06,Midwest,MO,Superstore,M,19,17,89.4737
2021-06,Midwest,MO,"Women's Fashion",F,9,6,66.6667
2021-06,Midwest,MO,"Women's Fashion",M,8,5,62.5000
2021-06,Midwest,ND,Appliances,F,17,15,88.2353
2021-06,Midwest,ND,Appliances,M,1,1,100.0000
2021-06,Midwest,ND,"Beauty & Grooming",F,2,2,100.0000
2021-06,Midwest,ND,Computing,M,2,1,50.0000
2021-06,Midwest,ND,Entertainment,F,10,8,80.0000
2021-06,Midwest,ND,Entertainment,M,8,4,50.0000
2021-06,Midwest,ND,"Home & Living",F,1,1,100.0000
2021-06,Midwest,ND,"Men's Fashion",F,3,3,100.0000
2021-06,Midwest,ND,"Men's Fashion",M,1,0,0.0000
2021-06,Midwest,ND,"Mobiles & Tablets",F,13,13,100.0000
2021-06,Midwest,ND,"Mobiles & Tablets",M,19,16,84.2105
2021-06,Midwest,ND,Superstore,F,2,2,100.0000
2021-06,Midwest,ND,Superstore,M,2,2,100.0000
2021-06,Midwest,ND,"Women's Fashion",M,4,4,100.0000
2021-06,Midwest,NE,Appliances,F,7,7,100.0000
2021-06,Midwest,NE,Appliances,M,19,19,100.0000
2021-06,Midwest,NE,"Beauty & Grooming",F,2,0,0.0000
2021-06,Midwest,NE,"Beauty & Grooming",M,3,3,100.0000
2021-06,Midwest,NE,Computing,M,10,10,100.0000
2021-06,Midwest,NE,Entertainment,F,8,8,100.0000
2021-06,Midwest,NE,Entertainment,M,15,15,100.0000
2021-06,Midwest,NE,"Health & Sports",F,2,0,0.0000
2021-06,Midwest,NE,"Health & Sports",M,1,1,100.0000
2021-06,Midwest,NE,"Men's Fashion",F,3,3,100.0000
2021-06,Midwest,NE,"Men's Fashion",M,2,2,100.0000
2021-06,Midwest,NE,"Mobiles & Tablets",F,46,40,86.9565
2021-06,Midwest,NE,"Mobiles & Tablets",M,40,35,87.5000
2021-06,Midwest,NE,Superstore,F,6,6,100.0000
2021-06,Midwest,NE,Superstore,M,2,0,0.0000
2021-06,Midwest,NE,"Women's Fashion",F,2,2,100.0000
2021-06,Midwest,NE,"Women's Fashion",M,2,0,0.0000
2021-06,Midwest,OH,Appliances,F,34,30,88.2353
2021-06,Midwest,OH,Appliances,M,46,40,86.9565
2021-06,Midwest,OH,"Beauty & Grooming",F,11,8,72.7273
2021-06,Midwest,OH,"Beauty & Grooming",M,6,5,83.3333
2021-06,Midwest,OH,Books,F,2,2,100.0000
2021-06,Midwest,OH,Computing,F,5,3,60.0000
2021-06,Midwest,OH,Computing,M,21,16,76.1905
2021-06,Midwest,OH,Entertainment,F,10,6,60.0000
2021-06,Midwest,OH,Entertainment,M,15,13,86.6667
2021-06,Midwest,OH,"Health & Sports",F,2,1,50.0000
2021-06,Midwest,OH,"Health & Sports",M,11,10,90.9091
2021-06,Midwest,OH,"Home & Living",F,1,1,100.0000
2021-06,Midwest,OH,"Home & Living",M,5,5,100.0000
2021-06,Midwest,OH,"Kids & Baby",F,5,5,100.0000
2021-06,Midwest,OH,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,OH,"Men's Fashion",F,14,9,64.2857
2021-06,Midwest,OH,"Men's Fashion",M,7,6,85.7143
2021-06,Midwest,OH,"Mobiles & Tablets",F,66,59,89.3939
2021-06,Midwest,OH,"Mobiles & Tablets",M,57,50,87.7193
2021-06,Midwest,OH,"School & Education",M,1,1,100.0000
2021-06,Midwest,OH,Soghaat,F,3,2,66.6667
2021-06,Midwest,OH,Soghaat,M,2,2,100.0000
2021-06,Midwest,OH,Superstore,F,17,12,70.5882
2021-06,Midwest,OH,Superstore,M,16,14,87.5000
2021-06,Midwest,OH,"Women's Fashion",F,13,12,92.3077
2021-06,Midwest,OH,"Women's Fashion",M,17,16,94.1176
2021-06,Midwest,SD,Appliances,F,5,4,80.0000
2021-06,Midwest,SD,Appliances,M,8,7,87.5000
2021-06,Midwest,SD,"Beauty & Grooming",F,1,1,100.0000
2021-06,Midwest,SD,"Beauty & Grooming",M,8,8,100.0000
2021-06,Midwest,SD,Computing,F,5,5,100.0000
2021-06,Midwest,SD,Computing,M,5,5,100.0000
2021-06,Midwest,SD,Entertainment,F,3,2,66.6667
2021-06,Midwest,SD,Entertainment,M,6,5,83.3333
2021-06,Midwest,SD,"Health & Sports",M,2,1,50.0000
2021-06,Midwest,SD,"Home & Living",F,1,1,100.0000
2021-06,Midwest,SD,"Home & Living",M,3,3,100.0000
2021-06,Midwest,SD,"Kids & Baby",M,1,1,100.0000
2021-06,Midwest,SD,"Men's Fashion",M,15,13,86.6667
2021-06,Midwest,SD,"Mobiles & Tablets",F,17,15,88.2353
2021-06,Midwest,SD,"Mobiles & Tablets",M,15,13,86.6667
2021-06,Midwest,SD,Others,M,5,5,100.0000
2021-06,Midwest,SD,Soghaat,F,1,1,100.0000
2021-06,Midwest,SD,Soghaat,M,1,1,100.0000
2021-06,Midwest,SD,Superstore,F,1,1,100.0000
2021-06,Midwest,SD,Superstore,M,15,14,93.3333
2021-06,Midwest,SD,"Women's Fashion",F,3,2,66.6667
2021-06,Midwest,SD,"Women's Fashion",M,7,7,100.0000
2021-06,Midwest,WI,Appliances,F,26,23,88.4615
2021-06,Midwest,WI,Appliances,M,28,27,96.4286
2021-06,Midwest,WI,"Beauty & Grooming",F,7,5,71.4286
2021-06,Midwest,WI,"Beauty & Grooming",M,5,5,100.0000
2021-06,Midwest,WI,Computing,F,12,11,91.6667
2021-06,Midwest,WI,Computing,M,1,0,0.0000
2021-06,Midwest,WI,Entertainment,F,11,6,54.5455
2021-06,Midwest,WI,Entertainment,M,8,6,75.0000
2021-06,Midwest,WI,"Health & Sports",F,2,2,100.0000
2021-06,Midwest,WI,"Home & Living",F,10,10,100.0000
2021-06,Midwest,WI,"Home & Living",M,1,1,100.0000
2021-06,Midwest,WI,"Kids & Baby",F,1,0,0.0000
2021-06,Midwest,WI,"Men's Fashion",F,19,18,94.7368
2021-06,Midwest,WI,"Men's Fashion",M,4,3,75.0000
2021-06,Midwest,WI,"Mobiles & Tablets",F,41,34,82.9268
2021-06,Midwest,WI,"Mobiles & Tablets",M,58,52,89.6552
2021-06,Midwest,WI,Others,M,1,1,100.0000
2021-06,Midwest,WI,Soghaat,F,2,2,100.0000
2021-06,Midwest,WI,Soghaat,M,2,2,100.0000
2021-06,Midwest,WI,Superstore,F,7,4,57.1429
2021-06,Midwest,WI,Superstore,M,9,8,88.8889
2021-06,Midwest,WI,"Women's Fashion",F,13,12,92.3077
2021-06,Midwest,WI,"Women's Fashion",M,7,5,71.4286
2021-06,Northeast,CT,Appliances,F,12,12,100.0000
2021-06,Northeast,CT,Appliances,M,11,11,100.0000
2021-06,Northeast,CT,"Beauty & Grooming",F,3,3,100.0000
2021-06,Northeast,CT,"Beauty & Grooming",M,4,4,100.0000
2021-06,Northeast,CT,Books,M,1,1,100.0000
2021-06,Northeast,CT,Computing,F,4,4,100.0000
2021-06,Northeast,CT,Entertainment,F,8,4,50.0000
2021-06,Northeast,CT,Entertainment,M,13,8,61.5385
2021-06,Northeast,CT,"Health & Sports",F,1,1,100.0000
2021-06,Northeast,CT,"Health & Sports",M,1,1,100.0000
2021-06,Northeast,CT,"Kids & Baby",F,1,1,100.0000
2021-06,Northeast,CT,"Men's Fashion",F,3,2,66.6667
2021-06,Northeast,CT,"Men's Fashion",M,3,0,0.0000
2021-06,Northeast,CT,"Mobiles & Tablets",F,16,14,87.5000
2021-06,Northeast,CT,"Mobiles & Tablets",M,17,13,76.4706
2021-06,Northeast,CT,Others,M,16,16,100.0000
2021-06,Northeast,CT,"School & Education",M,1,1,100.0000
2021-06,Northeast,CT,Soghaat,F,2,2,100.0000
2021-06,Northeast,CT,Soghaat,M,1,1,100.0000
2021-06,Northeast,CT,Superstore,F,10,10,100.0000
2021-06,Northeast,CT,Superstore,M,3,2,66.6667
2021-06,Northeast,CT,"Women's Fashion",F,3,2,66.6667
2021-06,Northeast,CT,"Women's Fashion",M,4,4,100.0000
2021-06,Northeast,MA,Appliances,F,35,32,91.4286
2021-06,Northeast,MA,Appliances,M,23,22,95.6522
2021-06,Northeast,MA,"Beauty & Grooming",F,3,3,100.0000
2021-06,Northeast,MA,Computing,F,8,5,62.5000
2021-06,Northeast,MA,Computing,M,9,8,88.8889
2021-06,Northeast,MA,Entertainment,F,11,8,72.7273
2021-06,Northeast,MA,Entertainment,M,8,7,87.5000
2021-06,Northeast,MA,"Health & Sports",F,1,1,100.0000
2021-06,Northeast,MA,"Home & Living",F,5,4,80.0000
2021-06,Northeast,MA,"Home & Living",M,2,0,0.0000
2021-06,Northeast,MA,"Kids & Baby",F,2,2,100.0000
2021-06,Northeast,MA,"Men's Fashion",F,11,9,81.8182
2021-06,Northeast,MA,"Men's Fashion",M,3,3,100.0000
2021-06,Northeast,MA,"Mobiles & Tablets",F,41,33,80.4878
2021-06,Northeast,MA,"Mobiles & Tablets",M,42,38,90.4762
2021-06,Northeast,MA,Others,F,3,0,0.0000
2021-06,Northeast,MA,Soghaat,F,2,1,50.0000
2021-06,Northeast,MA,Soghaat,M,1,1,100.0000
2021-06,Northeast,MA,Superstore,F,6,4,66.6667
2021-06,Northeast,MA,Superstore,M,1,0,0.0000
2021-06,Northeast,MA,"Women's Fashion",F,19,18,94.7368
2021-06,Northeast,MA,"Women's Fashion",M,10,10,100.0000
2021-06,Northeast,ME,Appliances,F,5,5,100.0000
2021-06,Northeast,ME,Appliances,M,10,8,80.0000
2021-06,Northeast,ME,"Beauty & Grooming",F,5,5,100.0000
2021-06,Northeast,ME,"Beauty & Grooming",M,4,3,75.0000
2021-06,Northeast,ME,Computing,F,3,3,100.0000
2021-06,Northeast,ME,Computing,M,2,1,50.0000
2021-06,Northeast,ME,Entertainment,F,15,15,100.0000
2021-06,Northeast,ME,Entertainment,M,1,1,100.0000
2021-06,Northeast,ME,"Health & Sports",F,1,0,0.0000
2021-06,Northeast,ME,"Health & Sports",M,1,0,0.0000
2021-06,Northeast,ME,"Home & Living",F,6,5,83.3333
2021-06,Northeast,ME,"Home & Living",M,1,1,100.0000
2021-06,Northeast,ME,"Kids & Baby",F,1,1,100.0000
2021-06,Northeast,ME,"Men's Fashion",F,6,6,100.0000
2021-06,Northeast,ME,"Men's Fashion",M,1,0,0.0000
2021-06,Northeast,ME,"Mobiles & Tablets",F,26,24,92.3077
2021-06,Northeast,ME,"Mobiles & Tablets",M,38,31,81.5789
2021-06,Northeast,ME,Soghaat,F,5,5,100.0000
2021-06,Northeast,ME,Superstore,F,1,1,100.0000
2021-06,Northeast,ME,Superstore,M,1,0,0.0000
2021-06,Northeast,ME,"Women's Fashion",F,2,2,100.0000
2021-06,Northeast,ME,"Women's Fashion",M,6,5,83.3333
2021-06,Northeast,NH,Appliances,F,3,3,100.0000
2021-06,Northeast,NH,Appliances,M,2,2,100.0000
2021-06,Northeast,NH,"Beauty & Grooming",F,2,2,100.0000
2021-06,Northeast,NH,"Beauty & Grooming",M,1,0,0.0000
2021-06,Northeast,NH,Computing,M,6,5,83.3333
2021-06,Northeast,NH,Entertainment,F,4,4,100.0000
2021-06,Northeast,NH,Entertainment,M,1,1,100.0000
2021-06,Northeast,NH,"Home & Living",M,2,1,50.0000
2021-06,Northeast,NH,"Kids & Baby",F,1,0,0.0000
2021-06,Northeast,NH,"Men's Fashion",M,1,1,100.0000
2021-06,Northeast,NH,"Mobiles & Tablets",F,15,13,86.6667
2021-06,Northeast,NH,"Mobiles & Tablets",M,9,9,100.0000
2021-06,Northeast,NH,Others,M,3,2,66.6667
2021-06,Northeast,NH,Soghaat,M,7,6,85.7143
2021-06,Northeast,NH,Superstore,F,2,1,50.0000
2021-06,Northeast,NH,Superstore,M,1,0,0.0000
2021-06,Northeast,NH,"Women's Fashion",F,1,1,100.0000
2021-06,Northeast,NJ,Appliances,F,15,15,100.0000
2021-06,Northeast,NJ,Appliances,M,18,16,88.8889
2021-06,Northeast,NJ,"Beauty & Grooming",F,1,0,0.0000
2021-06,Northeast,NJ,"Beauty & Grooming",M,8,5,62.5000
2021-06,Northeast,NJ,Computing,F,1,1,100.0000
2021-06,Northeast,NJ,Computing,M,6,6,100.0000
2021-06,Northeast,NJ,Entertainment,F,2,2,100.0000
2021-06,Northeast,NJ,Entertainment,M,10,9,90.0000
2021-06,Northeast,NJ,"Home & Living",M,1,1,100.0000
2021-06,Northeast,NJ,"Kids & Baby",M,1,1,100.0000
2021-06,Northeast,NJ,"Men's Fashion",F,3,1,33.3333
2021-06,Northeast,NJ,"Men's Fashion",M,8,6,75.0000
2021-06,Northeast,NJ,"Mobiles & Tablets",F,20,19,95.0000
2021-06,Northeast,NJ,"Mobiles & Tablets",M,64,61,95.3125
2021-06,Northeast,NJ,Others,F,1,1,100.0000
2021-06,Northeast,NJ,Soghaat,F,1,1,100.0000
2021-06,Northeast,NJ,Soghaat,M,4,3,75.0000
2021-06,Northeast,NJ,Superstore,F,4,4,100.0000
2021-06,Northeast,NJ,Superstore,M,26,26,100.0000
2021-06,Northeast,NJ,"Women's Fashion",M,3,2,66.6667
2021-06,Northeast,NY,Appliances,F,52,46,88.4615
2021-06,Northeast,NY,Appliances,M,41,36,87.8049
2021-06,Northeast,NY,"Beauty & Grooming",F,8,7,87.5000
2021-06,Northeast,NY,"Beauty & Grooming",M,14,12,85.7143
2021-06,Northeast,NY,Books,F,1,0,0.0000
2021-06,Northeast,NY,Books,M,4,1,25.0000
2021-06,Northeast,NY,Computing,F,7,6,85.7143
2021-06,Northeast,NY,Computing,M,15,12,80.0000
2021-06,Northeast,NY,Entertainment,F,32,25,78.1250
2021-06,Northeast,NY,Entertainment,M,24,20,83.3333
2021-06,Northeast,NY,"Health & Sports",F,2,2,100.0000
2021-06,Northeast,NY,"Health & Sports",M,3,2,66.6667
2021-06,Northeast,NY,"Home & Living",F,8,7,87.5000
2021-06,Northeast,NY,"Home & Living",M,4,3,75.0000
2021-06,Northeast,NY,"Kids & Baby",F,1,1,100.0000
