ym,region,state,gender,category,order_cnt
2021-07,South,MS,F,Appliances,1
2021-07,South,MS,F,"Beauty & Grooming",3
2021-07,South,MS,F,Computing,1
2021-07,South,MS,F,Entertainment,5
2021-07,South,MS,F,"Mobiles & Tablets",13
2021-07,South,MS,F,Soghaat,1
2021-07,South,MS,M,Appliances,1
2021-07,South,MS,M,"Beauty & Grooming",1
2021-07,South,MS,M,Computing,1
2021-07,South,MS,M,Entertainment,5
2021-07,South,MS,M,"Health & Sports",2
2021-07,South,MS,M,"Men's Fashion",1
2021-07,South,MS,M,"Mobiles & Tablets",60
2021-07,South,MS,M,Superstore,2
2021-07,South,MS,M,"Women's Fashion",1
2021-07,South,NC,F,Appliances,6
2021-07,South,NC,F,"Beauty & Grooming",2
2021-07,South,NC,F,Computing,3
2021-07,South,NC,F,Entertainment,1
2021-07,South,NC,F,"Kids & Baby",1
2021-07,South,NC,F,"Men's Fashion",2
2021-07,South,NC,F,"Mobiles & Tablets",6
2021-07,South,NC,F,Others,2
2021-07,South,NC,F,Superstore,6
2021-07,South,NC,F,"Women's Fashion",5
2021-07,South,NC,M,Appliances,4
2021-07,South,NC,M,Computing,1
2021-07,South,NC,M,"Mobiles & Tablets",51
2021-07,South,NC,M,Superstore,2
2021-07,South,NC,M,"Women's Fashion",1
2021-07,South,OK,F,Appliances,1
2021-07,South,OK,F,"Beauty & Grooming",2
2021-07,South,OK,F,Entertainment,3
2021-07,South,OK,F,"Home & Living",1
2021-07,South,OK,F,"Mobiles & Tablets",6
2021-07,South,OK,F,Others,1
2021-07,South,OK,F,"Women's Fashion",5
2021-07,South,OK,M,Appliances,3
2021-07,South,OK,M,"Beauty & Grooming",2
2021-07,South,OK,M,"Mobiles & Tablets",7
2021-07,South,OK,M,"Women's Fashion",1
2021-07,South,SC,F,Appliances,1
2021-07,South,SC,F,"Beauty & Grooming",1
2021-07,South,SC,F,"Mobiles & Tablets",4
2021-07,South,SC,M,Appliances,1
2021-07,South,SC,M,"Beauty & Grooming",7
2021-07,South,SC,M,Entertainment,2
2021-07,South,SC,M,"Home & Living",1
2021-07,South,SC,M,"Men's Fashion",1
2021-07,South,SC,M,"Mobiles & Tablets",2
2021-07,South,SC,M,Soghaat,4
2021-07,South,SC,M,Superstore,4
2021-07,South,SC,M,"Women's Fashion",1
2021-07,South,TN,F,Appliances,5
2021-07,South,TN,F,"Beauty & Grooming",2
2021-07,South,TN,F,Entertainment,1
2021-07,South,TN,F,"Health & Sports",1
2021-07,South,TN,F,"Home & Living",1
2021-07,South,TN,F,"Kids & Baby",4
2021-07,South,TN,F,"Mobiles & Tablets",30
2021-07,South,TN,F,Others,1
2021-07,South,TN,F,Superstore,3
2021-07,South,TN,M,Appliances,9
2021-07,South,TN,M,"Beauty & Grooming",2
2021-07,South,TN,M,Computing,2
2021-07,South,TN,M,Entertainment,3
2021-07,South,TN,M,"Health & Sports",1
2021-07,South,TN,M,"Home & Living",3
2021-07,South,TN,M,"Men's Fashion",1
2021-07,South,TN,M,"Mobiles & Tablets",8
2021-07,South,TN,M,"School & Education",1
2021-07,South,TX,F,Appliances,11
2021-07,South,TX,F,"Beauty & Grooming",1
2021-07,South,TX,F,Entertainment,7
2021-07,South,TX,F,"Health & Sports",1
2021-07,South,TX,F,"Home & Living",4
2021-07,South,TX,F,"Men's Fashion",2
2021-07,South,TX,F,"Mobiles & Tablets",31
2021-07,South,TX,F,"School & Education",1
2021-07,South,TX,F,Soghaat,1
2021-07,South,TX,F,Superstore,1
2021-07,South,TX,F,"Women's Fashion",1
2021-07,South,TX,M,Appliances,14
2021-07,South,TX,M,"Beauty & Grooming",2
2021-07,South,TX,M,Computing,1
2021-07,South,TX,M,Entertainment,1
2021-07,South,TX,M,"Health & Sports",2
2021-07,South,TX,M,"Kids & Baby",4
2021-07,South,TX,M,"Men's Fashion",26
2021-07,South,TX,M,"Mobiles & Tablets",65
2021-07,South,TX,M,Soghaat,13
2021-07,South,TX,M,Superstore,10
2021-07,South,TX,M,"Women's Fashion",3
2021-07,South,VA,F,Appliances,2
2021-07,South,VA,F,Computing,2
2021-07,South,VA,F,Entertainment,2
2021-07,South,VA,F,"Health & Sports",1
2021-07,South,VA,F,"Home & Living",2
2021-07,South,VA,F,"Kids & Baby",1
2021-07,South,VA,F,"Men's Fashion",3
2021-07,South,VA,F,"Mobiles & Tablets",4
2021-07,South,VA,F,Superstore,5
2021-07,South,VA,F,"Women's Fashion",2
2021-07,South,VA,M,Appliances,3
2021-07,South,VA,M,Computing,1
2021-07,South,VA,M,"Health & Sports",1
2021-07,South,VA,M,"Men's Fashion",2
2021-07,South,VA,M,"Mobiles & Tablets",65
2021-07,South,VA,M,Others,2
2021-07,South,VA,M,Soghaat,1
2021-07,South,VA,M,Superstore,4
2021-07,South,VA,M,"Women's Fashion",4
2021-07,South,WV,F,Appliances,2
2021-07,South,WV,F,Entertainment,2
2021-07,South,WV,F,"Men's Fashion",2
2021-07,South,WV,F,"Mobiles & Tablets",4
2021-07,South,WV,F,Superstore,4
2021-07,South,WV,M,Appliances,2
2021-07,South,WV,M,"Beauty & Grooming",2
2021-07,South,WV,M,Computing,1
2021-07,South,WV,M,Entertainment,4
2021-07,South,WV,M,"Health & Sports",1
2021-07,South,WV,M,"Men's Fashion",2
2021-07,South,WV,M,"Mobiles & Tablets",20
2021-07,South,WV,M,Soghaat,1
2021-07,South,WV,M,"Women's Fashion",1
2021-07,West,AK,F,"Mobiles & Tablets",3
2021-07,West,AK,F,Superstore,6
2021-07,West,AK,M,"Beauty & Grooming",2
2021-07,West,AK,M,Entertainment,1
2021-07,West,AK,M,"Health & Sports",3
2021-07,West,AK,M,"Home & Living",1
2021-07,West,AK,M,"Men's Fashion",1
2021-07,West,AK,M,"Mobiles & Tablets",14
2021-07,West,AK,M,"Women's Fashion",1
2021-07,West,AZ,F,Appliances,5
2021-07,West,AZ,F,"Beauty & Grooming",1
2021-07,West,AZ,F,Entertainment,1
2021-07,West,AZ,F,"Men's Fashion",4
2021-07,West,AZ,F,Superstore,4
2021-07,West,AZ,F,"Women's Fashion",2
2021-07,West,AZ,M,Appliances,2
2021-07,West,AZ,M,"Health & Sports",1
2021-07,West,AZ,M,"Mobiles & Tablets",11
2021-07,West,AZ,M,Soghaat,2
2021-07,West,AZ,M,Superstore,1
2021-07,West,CA,F,Appliances,11
2021-07,West,CA,F,"Beauty & Grooming",2
2021-07,West,CA,F,Computing,1
2021-07,West,CA,F,Entertainment,1
2021-07,West,CA,F,"Health & Sports",1
2021-07,West,CA,F,"Home & Living",1
2021-07,West,CA,F,"Kids & Baby",1
2021-07,West,CA,F,"Men's Fashion",4
2021-07,West,CA,F,"Mobiles & Tablets",7
2021-07,West,CA,F,Soghaat,3
2021-07,West,CA,F,Superstore,3
2021-07,West,CA,F,"Women's Fashion",5
2021-07,West,CA,M,Appliances,10
2021-07,West,CA,M,"Beauty & Grooming",6
2021-07,West,CA,M,Computing,1
2021-07,West,CA,M,Entertainment,5
2021-07,West,CA,M,"Home & Living",1
2021-07,West,CA,M,"Mobiles & Tablets",9
2021-07,West,CA,M,Soghaat,1
2021-07,West,CA,M,Superstore,8
2021-07,West,CA,M,"Women's Fashion",1
2021-07,West,CO,F,"Beauty & Grooming",4
2021-07,West,CO,F,Computing,1
2021-07,West,CO,F,"Home & Living",1
2021-07,West,CO,F,"Men's Fashion",116
2021-07,West,CO,F,"Mobiles & Tablets",59
2021-07,West,CO,F,Soghaat,46
2021-07,West,CO,F,Superstore,2
2021-07,West,CO,F,"Women's Fashion",3
2021-07,West,CO,M,Appliances,2
2021-07,West,CO,M,Entertainment,2
2021-07,West,CO,M,"Mobiles & Tablets",2
2021-07,West,CO,M,Superstore,1
2021-07,West,CO,M,"Women's Fashion",1
2021-07,West,HI,F,Appliances,1
2021-07,West,HI,F,"Home & Living",1
2021-07,West,HI,F,"Mobiles & Tablets",2
2021-07,West,HI,F,"Women's Fashion",1
2021-07,West,ID,F,Appliances,2
2021-07,West,ID,F,Computing,2
2021-07,West,ID,F,"Home & Living",1
2021-07,West,ID,F,"Mobiles & Tablets",7
2021-07,West,ID,F,Superstore,1
2021-07,West,ID,F,"Women's Fashion",1
2021-07,West,ID,M,Appliances,2
2021-07,West,ID,M,"Home & Living",1
2021-07,West,ID,M,"Mobiles & Tablets",47
2021-07,West,ID,M,Soghaat,17
2021-07,West,MT,F,Appliances,6
2021-07,West,MT,F,"Beauty & Grooming",2
2021-07,West,MT,F,Entertainment,4
2021-07,West,MT,F,"Men's Fashion",2
2021-07,West,MT,F,"Mobiles & Tablets",32
2021-07,West,MT,F,Superstore,12
2021-07,West,MT,F,"Women's Fashion",3
2021-07,West,MT,M,Appliances,1
2021-07,West,MT,M,"Beauty & Grooming",5
2021-07,West,MT,M,Computing,1
2021-07,West,MT,M,"Men's Fashion",3
2021-07,West,MT,M,Superstore,1
2021-07,West,MT,M,"Women's Fashion",4
2021-07,West,NM,F,Appliances,1
2021-07,West,NM,F,"Beauty & Grooming",16
2021-07,West,NM,F,Computing,1
2021-07,West,NM,F,"Health & Sports",1
2021-07,West,NM,F,"Men's Fashion",1
2021-07,West,NM,F,"Mobiles & Tablets",46
2021-07,West,NM,F,Superstore,2
2021-07,West,NM,M,Appliances,2
2021-07,West,NM,M,"Mobiles & Tablets",7
2021-07,West,NM,M,Superstore,1
2021-07,West,NV,F,Appliances,1
2021-07,West,NV,M,Computing,3
2021-07,West,NV,M,"Women's Fashion",1
2021-07,West,OR,F,Appliances,5
2021-07,West,OR,F,"Beauty & Grooming",3
2021-07,West,OR,F,Computing,1
2021-07,West,OR,F,"Home & Living",1
2021-07,West,OR,F,"Kids & Baby",1
2021-07,West,OR,F,"Mobiles & Tablets",1
2021-07,West,OR,F,Soghaat,1
2021-07,West,OR,F,Superstore,2
2021-07,West,OR,F,"Women's Fashion",2
2021-07,West,OR,M,Appliances,2
2021-07,West,OR,M,"Beauty & Grooming",2
2021-07,West,OR,M,"Home & Living",1
2021-07,West,OR,M,"Mobiles & Tablets",5
2021-07,West,OR,M,"Women's Fashion",2
2021-07,West,UT,F,"Beauty & Grooming",1
2021-07,West,UT,F,"Home & Living",1
2021-07,West,UT,F,"Men's Fashion",1
2021-07,West,UT,F,"Mobiles & Tablets",4
2021-07,West,UT,F,Soghaat,1
2021-07,West,UT,F,Superstore,2
2021-07,West,UT,M,Appliances,1
2021-07,West,UT,M,"Beauty & Grooming",1
2021-07,West,UT,M,"Home & Living",1
2021-07,West,UT,M,"Men's Fashion",1
2021-07,West,UT,M,"Mobiles & Tablets",3
2021-07,West,UT,M,Soghaat,1
2021-07,West,UT,M,Superstore,1
2021-07,West,UT,M,"Women's Fashion",1
2021-07,West,WA,F,Appliances,5
2021-07,West,WA,F,"Beauty & Grooming",1
2021-07,West,WA,F,Computing,1
2021-07,West,WA,F,"Home & Living",1
2021-07,West,WA,F,"Men's Fashion",2
2021-07,West,WA,F,"Mobiles & Tablets",49
2021-07,West,WA,F,Soghaat,2
2021-07,West,WA,F,Superstore,1
2021-07,West,WA,F,"Women's Fashion",3
2021-07,West,WA,M,Appliances,1
2021-07,West,WA,M,"Beauty & Grooming",2
2021-07,West,WA,M,"Home & Living",1
2021-07,West,WA,M,"Kids & Baby",1
2021-07,West,WA,M,"Men's Fashion",6
2021-07,West,WA,M,"Mobiles & Tablets",9
2021-07,West,WA,M,Superstore,1
2021-07,West,WY,F,Appliances,2
2021-07,West,WY,F,"Mobiles & Tablets",1
2021-07,West,WY,F,"Women's Fashion",1
2021-07,West,WY,M,"Health & Sports",1
2021-07,West,WY,M,"Home & Living",3
2021-07,West,WY,M,"Mobiles & Tablets",2
2021-08,Midwest,IA,F,Appliances,1
2021-08,Midwest,IA,F,Computing,2
2021-08,Midwest,IA,F,Entertainment,1
2021-08,Midwest,IA,F,"Men's Fashion",1
2021-08,Midwest,IA,F,"Mobiles & Tablets",11
2021-08,Midwest,IA,F,Superstore,2
2021-08,Midwest,IA,M,Appliances,1
2021-08,Midwest,IA,M,"Beauty & Grooming",1
2021-08,Midwest,IA,M,Entertainment,3
2021-08,Midwest,IA,M,"Health & Sports",3
2021-08,Midwest,IA,M,"Men's Fashion",1
2021-08,Midwest,IA,M,"Mobiles & Tablets",3
2021-08,Midwest,IA,M,"School & Education",1
2021-08,Midwest,IL,F,Appliances,6
2021-08,Midwest,IL,F,Entertainment,1
2021-08,Midwest,IL,F,"Health & Sports",1
2021-08,Midwest,IL,F,"Home & Living",2
2021-08,Midwest,IL,F,"Men's Fashion",1
2021-08,Midwest,IL,F,"Mobiles & Tablets",10
2021-08,Midwest,IL,F,Soghaat,2
2021-08,Midwest,IL,F,"Women's Fashion",2
2021-08,Midwest,IL,M,Appliances,1
2021-08,Midwest,IL,M,"Health & Sports",5
2021-08,Midwest,IL,M,"Home & Living",1
2021-08,Midwest,IL,M,"Men's Fashion",3
2021-08,Midwest,IL,M,"Mobiles & Tablets",24
2021-08,Midwest,IL,M,Superstore,6
2021-08,Midwest,IN,F,Appliances,9
2021-08,Midwest,IN,F,Entertainment,3
2021-08,Midwest,IN,F,"Men's Fashion",3
2021-08,Midwest,IN,F,"Mobiles & Tablets",4
2021-08,Midwest,IN,F,Soghaat,5
2021-08,Midwest,IN,F,Superstore,2
2021-08,Midwest,IN,F,"Women's Fashion",2
2021-08,Midwest,IN,M,"Mobiles & Tablets",4
2021-08,Midwest,IN,M,Others,23
2021-08,Midwest,KS,F,Computing,1
2021-08,Midwest,KS,F,"School & Education",1
2021-08,Midwest,KS,F,Superstore,1
2021-08,Midwest,KS,M,"Home & Living",1
2021-08,Midwest,KS,M,"Men's Fashion",1
2021-08,Midwest,MI,F,"Beauty & Grooming",4
2021-08,Midwest,MI,F,Computing,4
2021-08,Midwest,MI,F,"Health & Sports",1
2021-08,Midwest,MI,F,"Home & Living",1
2021-08,Midwest,MI,F,"Men's Fashion",21
2021-08,Midwest,MI,F,"Mobiles & Tablets",4
2021-08,Midwest,MI,M,Appliances,2
2021-08,Midwest,MI,M,Entertainment,1
2021-08,Midwest,MI,M,"Men's Fashion",1
2021-08,Midwest,MI,M,"Mobiles & Tablets",9
2021-08,Midwest,MN,F,"Beauty & Grooming",3
2021-08,Midwest,MN,F,"Men's Fashion",1
2021-08,Midwest,MN,F,"Mobiles & Tablets",11
2021-08,Midwest,MN,F,Superstore,2
2021-08,Midwest,MN,M,Appliances,2
2021-08,Midwest,MN,M,"Beauty & Grooming",2
2021-08,Midwest,MN,M,Entertainment,1
2021-08,Midwest,MN,M,"Health & Sports",1
2021-08,Midwest,MN,M,"Men's Fashion",2
2021-08,Midwest,MN,M,"Mobiles & Tablets",7
2021-08,Midwest,MN,M,"Women's Fashion",2
2021-08,Midwest,MO,F,Appliances,1
2021-08,Midwest,MO,F,"Beauty & Grooming",4
2021-08,Midwest,MO,F,Computing,1
2021-08,Midwest,MO,F,"Men's Fashion",1
2021-08,Midwest,MO,F,"Mobiles & Tablets",13
2021-08,Midwest,MO,F,Superstore,1
2021-08,Midwest,MO,M,Appliances,1
2021-08,Midwest,MO,M,"Beauty & Grooming",3
2021-08,Midwest,MO,M,"Health & Sports",1
2021-08,Midwest,MO,M,"Home & Living",3
2021-08,Midwest,MO,M,"Kids & Baby",3
2021-08,Midwest,MO,M,"Mobiles & Tablets",4
2021-08,Midwest,MO,M,"School & Education",3
2021-08,Midwest,MO,M,Soghaat,3
2021-08,Midwest,MO,M,Superstore,3
2021-08,Midwest,MO,M,"Women's Fashion",5
2021-08,Midwest,ND,F,"Mobiles & Tablets",12
2021-08,Midwest,ND,M,Entertainment,2
2021-08,Midwest,ND,M,"Home & Living",1
2021-08,Midwest,ND,M,"Kids & Baby",1
2021-08,Midwest,NE,F,"Beauty & Grooming",2
2021-08,Midwest,NE,F,Entertainment,3
2021-08,Midwest,NE,F,"Health & Sports",2
2021-08,Midwest,NE,F,"Home & Living",3
2021-08,Midwest,NE,F,"Mobiles & Tablets",3
2021-08,Midwest,NE,F,Superstore,3
2021-08,Midwest,NE,F,"Women's Fashion",2
2021-08,Midwest,NE,M,"Beauty & Grooming",1
2021-08,Midwest,NE,M,"Mobiles & Tablets",1
2021-08,Midwest,NE,M,Superstore,1
2021-08,Midwest,OH,F,Appliances,1
2021-08,Midwest,OH,F,Computing,2
2021-08,Midwest,OH,F,Entertainment,1
2021-08,Midwest,OH,F,"Kids & Baby",1
2021-08,Midwest,OH,F,"Men's Fashion",4
2021-08,Midwest,OH,F,"Mobiles & Tablets",14
2021-08,Midwest,OH,F,"Women's Fashion",1
2021-08,Midwest,OH,M,Appliances,5
2021-08,Midwest,OH,M,Computing,2
2021-08,Midwest,OH,M,Entertainment,8
2021-08,Midwest,OH,M,"Home & Living",1
2021-08,Midwest,OH,M,"Kids & Baby",1
2021-08,Midwest,OH,M,"Men's Fashion",1
2021-08,Midwest,OH,M,"Mobiles & Tablets",9
2021-08,Midwest,OH,M,Soghaat,3
2021-08,Midwest,OH,M,Superstore,3
2021-08,Midwest,OH,M,"Women's Fashion",1
2021-08,Midwest,SD,F,"Men's Fashion",2
2021-08,Midwest,SD,F,"Mobiles & Tablets",1
2021-08,Midwest,SD,M,Appliances,4
2021-08,Midwest,SD,M,Computing,2
2021-08,Midwest,SD,M,"Mobiles & Tablets",4
2021-08,Midwest,SD,M,Soghaat,3
2021-08,Midwest,SD,M,"Women's Fashion",3
2021-08,Midwest,WI,F,Appliances,1
2021-08,Midwest,WI,F,Entertainment,1
2021-08,Midwest,WI,F,"Men's Fashion",1
2021-08,Midwest,WI,F,"Mobiles & Tablets",3
2021-08,Midwest,WI,F,Superstore,1
2021-08,Midwest,WI,M,Appliances,4
2021-08,Midwest,WI,M,"Beauty & Grooming",1
2021-08,Midwest,WI,M,Entertainment,5
2021-08,Midwest,WI,M,"Home & Living",1
2021-08,Midwest,WI,M,"Kids & Baby",1
2021-08,Midwest,WI,M,"Men's Fashion",3
2021-08,Midwest,WI,M,"Mobiles & Tablets",1
2021-08,Northeast,CT,F,Appliances,1
2021-08,Northeast,CT,F,"Beauty & Grooming",1
2021-08,Northeast,CT,F,Computing,1
2021-08,Northeast,CT,F,"Mobiles & Tablets",1
2021-08,Northeast,CT,F,"Women's Fashion",1
2021-08,Northeast,CT,M,"Mobiles & Tablets",2
2021-08,Northeast,CT,M,Others,7
2021-08,Northeast,CT,M,Superstore,3
2021-08,Northeast,MA,F,"Beauty & Grooming",1
2021-08,Northeast,MA,F,"Men's Fashion",1
2021-08,Northeast,MA,F,"Mobiles & Tablets",1
2021-08,Northeast,MA,M,Computing,1
2021-08,Northeast,MA,M,"Kids & Baby",1
2021-08,Northeast,MA,M,"Men's Fashion",1
2021-08,Northeast,MA,M,"Mobiles & Tablets",11
2021-08,Northeast,ME,F,"Men's Fashion",1
2021-08,Northeast,ME,M,Appliances,11
2021-08,Northeast,ME,M,"Beauty & Grooming",11
2021-08,Northeast,ME,M,Computing,9
2021-08,Northeast,ME,M,"Mobiles & Tablets",14
2021-08,Northeast,ME,M,Superstore,11
2021-08,Northeast,ME,M,"Women's Fashion",3
2021-08,Northeast,NH,F,Appliances,1
2021-08,Northeast,NH,F,"Health & Sports",1
2021-08,Northeast,NH,M,Appliances,1
2021-08,Northeast,NJ,F,"Beauty & Grooming",2
2021-08,Northeast,NJ,F,"Home & Living",2
2021-08,Northeast,NJ,F,"Mobiles & Tablets",16
2021-08,Northeast,NJ,F,Superstore,1
2021-08,Northeast,NJ,F,"Women's Fashion",1
2021-08,Northeast,NJ,M,Appliances,1
2021-08,Northeast,NJ,M,"Home & Living",1
2021-08,Northeast,NJ,M,"Kids & Baby",1
2021-08,Northeast,NJ,M,"Men's Fashion",3
2021-08,Northeast,NJ,M,"Mobiles & Tablets",1
2021-08,Northeast,NJ,M,Soghaat,1
2021-08,Northeast,NJ,M,Superstore,2
2021-08,Northeast,NJ,M,"Women's Fashion",1
2021-08,Northeast,NY,F,Appliances,8
2021-08,Northeast,NY,F,Computing,1
2021-08,Northeast,NY,F,Entertainment,1
2021-08,Northeast,NY,F,"Health & Sports",1
2021-08,Northeast,NY,F,"Men's Fashion",2
2021-08,Northeast,NY,F,"Mobiles & Tablets",1
2021-08,Northeast,NY,F,"School & Education",1
2021-08,Northeast,NY,F,Soghaat,2
2021-08,Northeast,NY,F,Superstore,2
2021-08,Northeast,NY,F,"Women's Fashion",6
2021-08,Northeast,NY,M,Appliances,4
2021-08,Northeast,NY,M,"Beauty & Grooming",2
2021-08,Northeast,NY,M,Computing,1
2021-08,Northeast,NY,M,Entertainment,1
2021-08,Northeast,NY,M,"Health & Sports",1
2021-08,Northeast,NY,M,"Home & Living",1
2021-08,Northeast,NY,M,"Kids & Baby",1
2021-08,Northeast,NY,M,"Men's Fashion",2
2021-08,Northeast,NY,M,"Mobiles & Tablets",9
2021-08,Northeast,NY,M,"School & Education",1
2021-08,Northeast,NY,M,Soghaat,1
2021-08,Northeast,NY,M,Superstore,2
2021-08,Northeast,NY,M,"Women's Fashion",7
2021-08,Northeast,PA,F,Appliances,6
2021-08,Northeast,PA,F,"Beauty & Grooming",1
2021-08,Northeast,PA,F,Computing,1
2021-08,Northeast,PA,F,"Home & Living",5
2021-08,Northeast,PA,F,"Kids & Baby",3
2021-08,Northeast,PA,F,"Men's Fashion",15
2021-08,Northeast,PA,F,"Mobiles & Tablets",8
2021-08,Northeast,PA,F,Soghaat,1
2021-08,Northeast,PA,F,"Women's Fashion",2
2021-08,Northeast,PA,M,Appliances,3
2021-08,Northeast,PA,M,"Beauty & Grooming",1
2021-08,Northeast,PA,M,Entertainment,4
2021-08,Northeast,PA,M,"Home & Living",1
2021-08,Northeast,PA,M,"Men's Fashion",1
2021-08,Northeast,PA,M,"Mobiles & Tablets",17
2021-08,Northeast,PA,M,"Women's Fashion",3
2021-08,Northeast,VT,F,"Mobiles & Tablets",80
2021-08,Northeast,VT,M,"Women's Fashion",1
2021-08,South,AL,F,Appliances,2
2021-08,South,AL,F,"Home & Living",1
2021-08,South,AL,M,Appliances,4
2021-08,South,AL,M,"Beauty & Grooming",1
2021-08,South,AL,M,Entertainment,1
2021-08,South,AL,M,"Mobiles & Tablets",2
2021-08,South,AL,M,Superstore,3
2021-08,South,AL,M,"Women's Fashion",1
2021-08,South,AR,F,"Mobiles & Tablets",2
2021-08,South,AR,M,Appliances,1
2021-08,South,AR,M,Computing,4
2021-08,South,AR,M,Entertainment,4
2021-08,South,AR,M,"Men's Fashion",11
2021-08,South,AR,M,"Mobiles & Tablets",4
2021-08,South,AR,M,Superstore,1
2021-08,South,DC,F,"Men's Fashion",1
2021-08,South,DC,M,Appliances,1
2021-08,South,DC,M,Entertainment,1
2021-08,South,DC,M,"Home & Living",2
2021-08,South,DC,M,"Men's Fashion",2
2021-08,South,DC,M,Soghaat,1
2021-08,South,DC,M,"Women's Fashion",1
2021-08,South,DE,F,Entertainment,5
2021-08,South,FL,F,Appliances,5
2021-08,South,FL,F,"Health & Sports",1
2021-08,South,FL,F,"Home & Living",1
2021-08,South,FL,F,"Men's Fashion",1
2021-08,South,FL,F,"Women's Fashion",1
2021-08,South,FL,M,Appliances,1
2021-08,South,FL,M,"Beauty & Grooming",3
2021-08,South,FL,M,Entertainment,1
2021-08,South,FL,M,"Health & Sports",3
2021-08,South,FL,M,"Home & Living",4
2021-08,South,FL,M,"Kids & Baby",1
2021-08,South,FL,M,"Men's Fashion",6
2021-08,South,FL,M,"Mobiles & Tablets",11
2021-08,South,FL,M,Soghaat,1
2021-08,South,FL,M,Superstore,3
2021-08,South,FL,M,"Women's Fashion",2
2021-08,South,GA,F,Appliances,1
2021-08,South,GA,F,Computing,3
2021-08,South,GA,F,Entertainment,2
2021-08,South,GA,F,"Mobiles & Tablets",4
2021-08,South,GA,F,"School & Education",1
2021-08,South,GA,M,Appliances,2
2021-08,South,GA,M,"Beauty & Grooming",1
2021-08,South,GA,M,Computing,2
2021-08,South,GA,M,Entertainment,3
2021-08,South,GA,M,"Home & Living",2
2021-08,South,GA,M,"Men's Fashion",2
2021-08,South,GA,M,"Mobiles & Tablets",7
2021-08,South,GA,M,"School & Education",1
2021-08,South,GA,M,Soghaat,2
2021-08,South,GA,M,Superstore,4
2021-08,South,KY,F,Appliances,12
2021-08,South,KY,F,"Beauty & Grooming",1
2021-08,South,KY,F,Entertainment,2
2021-08,South,KY,F,"Health & Sports",3
2021-08,South,KY,F,"Men's Fashion",2
2021-08,South,KY,F,"Mobiles & Tablets",3
2021-08,South,KY,F,"School & Education",2
2021-08,South,KY,F,Superstore,3
2021-08,South,KY,F,"Women's Fashion",3
2021-08,South,KY,M,Appliances,2
2021-08,South,KY,M,"Beauty & Grooming",4
2021-08,South,KY,M,Entertainment,3
2021-08,South,KY,M,"Mobiles & Tablets",4
2021-08,South,KY,M,Soghaat,2
2021-08,South,KY,M,Superstore,3
2021-08,South,LA,F,"Beauty & Grooming",1
2021-08,South,LA,F,"Mobiles & Tablets",44
2021-08,South,LA,F,Superstore,3
2021-08,South,LA,F,"Women's Fashion",1
2021-08,South,LA,M,"Men's Fashion",2
2021-08,South,LA,M,"Mobiles & Tablets",4
2021-08,South,MD,F,Appliances,1
2021-08,South,MD,F,"Beauty & Grooming",1
2021-08,South,MD,F,Entertainment,2
2021-08,South,MD,F,"Health & Sports",1
2021-08,South,MD,F,"Home & Living",2
2021-08,South,MD,F,"Kids & Baby",1
2021-08,South,MD,F,"Men's Fashion",1
2021-08,South,MD,F,"Mobiles & Tablets",14
2021-08,South,MD,M,Appliances,1
2021-08,South,MD,M,"Health & Sports",1
2021-08,South,MD,M,"Men's Fashion",1
2021-08,South,MS,F,Appliances,3
2021-08,South,MS,F,Entertainment,2
2021-08,South,MS,F,"Men's Fashion",1
2021-08,South,MS,F,"Mobiles & Tablets",7
2021-08,South,MS,M,Appliances,1
2021-08,South,MS,M,"Home & Living",2
2021-08,South,MS,M,"Mobiles & Tablets",56
2021-08,South,MS,M,Superstore,1
2021-08,South,NC,F,Appliances,4
2021-08,South,NC,F,"Beauty & Grooming",1
2021-08,South,NC,F,Entertainment,1
2021-08,South,NC,F,"Health & Sports",1
2021-08,South,NC,F,"Mobiles & Tablets",8
2021-08,South,NC,F,Superstore,2
2021-08,South,NC,M,"Beauty & Grooming",1
2021-08,South,NC,M,Computing,1
2021-08,South,NC,M,"Kids & Baby",1
2021-08,South,NC,M,"Mobiles & Tablets",46
2021-08,South,NC,M,"Women's Fashion",1
2021-08,South,OK,F,Appliances,2
2021-08,South,OK,F,"Beauty & Grooming",3
2021-08,South,OK,F,Computing,1
2021-08,South,OK,F,"Health & Sports",3
2021-08,South,OK,F,"Home & Living",1
2021-08,South,OK,F,"Kids & Baby",1
2021-08,South,OK,F,"Mobiles & Tablets",2
2021-08,South,OK,M,Appliances,23
2021-08,South,OK,M,Entertainment,1
2021-08,South,OK,M,"Home & Living",1
2021-08,South,OK,M,"Kids & Baby",2
2021-08,South,OK,M,"Mobiles & Tablets",18
2021-08,South,SC,F,Appliances,3
2021-08,South,SC,F,Computing,2
2021-08,South,SC,F,"Men's Fashion",1
2021-08,South,SC,F,"Mobiles & Tablets",6
2021-08,South,SC,F,Superstore,1
2021-08,South,SC,M,Appliances,5
2021-08,South,SC,M,"Beauty & Grooming",1
2021-08,South,SC,M,Computing,1
2021-08,South,SC,M,"Home & Living",1
2021-08,South,SC,M,"Mobiles & Tablets",2
2021-08,South,SC,M,Superstore,3
2021-08,South,TN,F,Appliances,1
2021-08,South,TN,F,Entertainment,1
2021-08,South,TN,F,"Health & Sports",2
2021-08,South,TN,F,"Mobiles & Tablets",4
2021-08,South,TN,F,Soghaat,1
2021-08,South,TN,F,Superstore,5
2021-08,South,TN,M,Appliances,2
2021-08,South,TN,M,"Beauty & Grooming",2
