ym,region,state,category,gender,age_bin,order_cnt
2021-05,Northeast,NY,"Mobiles & Tablets",M,50s,3
2021-05,Northeast,NY,"Mobiles & Tablets",M,60s,5
2021-05,Northeast,NY,"Mobiles & Tablets",M,70+,2
2021-05,Northeast,NY,Others,F,10s,5
2021-05,Northeast,NY,Others,F,20s,4
2021-05,Northeast,NY,Others,F,30s,4
2021-05,Northeast,NY,Others,F,40s,6
2021-05,Northeast,NY,Others,F,50s,5
2021-05,Northeast,NY,Others,F,60s,15
2021-05,Northeast,NY,Others,F,70+,1
2021-05,Northeast,NY,Others,M,20s,7
2021-05,Northeast,NY,Others,M,30s,1
2021-05,Northeast,NY,Others,M,40s,18
2021-05,Northeast,NY,Others,M,50s,13
2021-05,Northeast,NY,Others,M,60s,5
2021-05,Northeast,NY,Others,M,70+,9
2021-05,Northeast,NY,"School & Education",M,50s,1
2021-05,Northeast,NY,Soghaat,F,60s,1
2021-05,Northeast,NY,Superstore,F,10s,1
2021-05,Northeast,NY,Superstore,F,30s,1
2021-05,Northeast,NY,Superstore,M,20s,2
2021-05,Northeast,NY,Superstore,M,60s,1
2021-05,Northeast,NY,Superstore,M,70+,2
2021-05,Northeast,NY,"Women's Fashion",F,20s,1
2021-05,Northeast,NY,"Women's Fashion",F,40s,1
2021-05,Northeast,NY,"Women's Fashion",M,30s,1
2021-05,Northeast,NY,"Women's Fashion",M,40s,1
2021-05,Northeast,NY,"Women's Fashion",M,50s,1
2021-05,Northeast,PA,Appliances,F,20s,1
2021-05,Northeast,PA,Appliances,F,30s,2
2021-05,Northeast,PA,Appliances,F,40s,1
2021-05,Northeast,PA,Appliances,F,50s,2
2021-05,Northeast,PA,Appliances,F,70+,1
2021-05,Northeast,PA,Appliances,M,20s,1
2021-05,Northeast,PA,Appliances,M,30s,1
2021-05,Northeast,PA,Appliances,M,50s,2
2021-05,Northeast,PA,Appliances,M,60s,3
2021-05,Northeast,PA,Appliances,M,70+,1
2021-05,Northeast,PA,"Beauty & Grooming",F,30s,4
2021-05,Northeast,PA,Computing,F,30s,1
2021-05,Northeast,PA,Computing,F,50s,1
2021-05,Northeast,PA,Computing,M,10s,1
2021-05,Northeast,PA,Computing,M,50s,1
2021-05,Northeast,PA,Entertainment,F,50s,1
2021-05,Northeast,PA,Entertainment,F,60s,1
2021-05,Northeast,PA,Entertainment,M,30s,3
2021-05,Northeast,PA,Entertainment,M,70+,1
2021-05,Northeast,PA,"Home & Living",M,50s,1
2021-05,Northeast,PA,"Home & Living",M,60s,1
2021-05,Northeast,PA,"Kids & Baby",M,50s,1
2021-05,Northeast,PA,"Men's Fashion",F,20s,2
2021-05,Northeast,PA,"Men's Fashion",F,30s,1
2021-05,Northeast,PA,"Men's Fashion",F,50s,47
2021-05,Northeast,PA,"Men's Fashion",M,60s,1
2021-05,Northeast,PA,"Mobiles & Tablets",F,20s,3
2021-05,Northeast,PA,"Mobiles & Tablets",F,30s,3
2021-05,Northeast,PA,"Mobiles & Tablets",F,40s,2
2021-05,Northeast,PA,"Mobiles & Tablets",F,50s,32
2021-05,Northeast,PA,"Mobiles & Tablets",M,30s,10
2021-05,Northeast,PA,"Mobiles & Tablets",M,40s,2
2021-05,Northeast,PA,"Mobiles & Tablets",M,50s,1
2021-05,Northeast,PA,"Mobiles & Tablets",M,60s,2
2021-05,Northeast,PA,"Mobiles & Tablets",M,70+,2
2021-05,Northeast,PA,Others,F,10s,1
2021-05,Northeast,PA,Others,F,20s,8
2021-05,Northeast,PA,Others,F,30s,12
2021-05,Northeast,PA,Others,F,40s,3
2021-05,Northeast,PA,Others,F,50s,8
2021-05,Northeast,PA,Others,F,60s,11
2021-05,Northeast,PA,Others,F,70+,1
2021-05,Northeast,PA,Others,M,20s,9
2021-05,Northeast,PA,Others,M,30s,5
2021-05,Northeast,PA,Others,M,40s,5
2021-05,Northeast,PA,Others,M,50s,8
2021-05,Northeast,PA,Others,M,60s,10
2021-05,Northeast,PA,Others,M,70+,1
2021-05,Northeast,PA,Soghaat,M,40s,1
2021-05,Northeast,PA,"Women's Fashion",F,30s,1
2021-05,Northeast,PA,"Women's Fashion",F,40s,1
2021-05,Northeast,PA,"Women's Fashion",F,50s,1
2021-05,Northeast,PA,"Women's Fashion",F,60s,4
2021-05,Northeast,PA,"Women's Fashion",F,70+,1
2021-05,Northeast,PA,"Women's Fashion",M,40s,1
2021-05,Northeast,PA,"Women's Fashion",M,50s,2
2021-05,Northeast,PA,"Women's Fashion",M,60s,7
2021-05,Northeast,PA,"Women's Fashion",M,70+,3
2021-05,Northeast,RI,"Beauty & Grooming",M,70+,1
2021-05,Northeast,RI,"Health & Sports",M,70+,1
2021-05,Northeast,RI,Others,F,20s,3
2021-05,Northeast,RI,Others,M,60s,11
2021-05,Northeast,VT,"Beauty & Grooming",F,50s,1
2021-05,Northeast,VT,Computing,F,60s,1
2021-05,Northeast,VT,"Men's Fashion",F,20s,1
2021-05,Northeast,VT,"Men's Fashion",M,20s,1
2021-05,Northeast,VT,"Mobiles & Tablets",F,20s,1
2021-05,Northeast,VT,"Mobiles & Tablets",F,30s,56
2021-05,Northeast,VT,"Mobiles & Tablets",F,60s,2
2021-05,Northeast,VT,"Mobiles & Tablets",M,20s,1
2021-05,Northeast,VT,Others,F,40s,1
2021-05,Northeast,VT,Others,F,60s,5
2021-05,Northeast,VT,Others,F,70+,2
2021-05,Northeast,VT,Others,M,30s,1
2021-05,Northeast,VT,Others,M,50s,1
2021-05,Northeast,VT,"Women's Fashion",M,30s,1
2021-05,South,AL,Appliances,F,20s,1
2021-05,South,AL,Appliances,F,40s,2
2021-05,South,AL,Appliances,F,50s,1
2021-05,South,AL,Appliances,F,70+,3
2021-05,South,AL,Appliances,M,30s,1
2021-05,South,AL,Appliances,M,70+,1
2021-05,South,AL,"Beauty & Grooming",F,20s,1
2021-05,South,AL,Computing,F,40s,2
2021-05,South,AL,Computing,F,60s,1
2021-05,South,AL,Computing,F,70+,1
2021-05,South,AL,Computing,M,40s,1
2021-05,South,AL,Entertainment,F,20s,2
2021-05,South,AL,Entertainment,F,40s,2
2021-05,South,AL,"Home & Living",M,50s,3
2021-05,South,AL,"Men's Fashion",F,20s,1
2021-05,South,AL,"Men's Fashion",F,60s,4
2021-05,South,AL,"Men's Fashion",F,70+,2
2021-05,South,AL,"Men's Fashion",M,20s,6
2021-05,South,AL,"Men's Fashion",M,50s,2
2021-05,South,AL,"Mobiles & Tablets",F,30s,1
2021-05,South,AL,"Mobiles & Tablets",F,40s,1
2021-05,South,AL,"Mobiles & Tablets",F,50s,1
2021-05,South,AL,"Mobiles & Tablets",F,60s,9
2021-05,South,AL,"Mobiles & Tablets",F,70+,2
2021-05,South,AL,"Mobiles & Tablets",M,30s,2
2021-05,South,AL,"Mobiles & Tablets",M,40s,1
2021-05,South,AL,Others,F,20s,8
2021-05,South,AL,Others,F,30s,1
2021-05,South,AL,Others,F,50s,2
2021-05,South,AL,Others,F,60s,1
2021-05,South,AL,Others,M,30s,1
2021-05,South,AL,Others,M,40s,4
2021-05,South,AL,Others,M,50s,1
2021-05,South,AL,Soghaat,F,20s,1
2021-05,South,AL,"Women's Fashion",F,10s,1
2021-05,South,AL,"Women's Fashion",F,20s,1
2021-05,South,AL,"Women's Fashion",F,60s,1
2021-05,South,AL,"Women's Fashion",M,40s,1
2021-05,South,AL,"Women's Fashion",M,50s,2
2021-05,South,AR,Appliances,F,30s,1
2021-05,South,AR,Appliances,F,40s,1
2021-05,South,AR,Appliances,M,20s,1
2021-05,South,AR,Appliances,M,50s,1
2021-05,South,AR,"Beauty & Grooming",F,70+,1
2021-05,South,AR,"Beauty & Grooming",M,30s,1
2021-05,South,AR,Computing,M,40s,1
2021-05,South,AR,Computing,M,50s,1
2021-05,South,AR,Entertainment,M,20s,1
2021-05,South,AR,"Health & Sports",F,10s,6
2021-05,South,AR,"Health & Sports",M,50s,1
2021-05,South,AR,"Home & Living",M,20s,1
2021-05,South,AR,"Men's Fashion",F,40s,1
2021-05,South,AR,"Men's Fashion",M,40s,9
2021-05,South,AR,"Men's Fashion",M,50s,1
2021-05,South,AR,"Mobiles & Tablets",F,10s,17
2021-05,South,AR,"Mobiles & Tablets",F,30s,1
2021-05,South,AR,"Mobiles & Tablets",M,10s,1
2021-05,South,AR,"Mobiles & Tablets",M,20s,2
2021-05,South,AR,"Mobiles & Tablets",M,40s,4
2021-05,South,AR,"Mobiles & Tablets",M,50s,4
2021-05,South,AR,"Mobiles & Tablets",M,70+,5
2021-05,South,AR,Others,F,10s,1
2021-05,South,AR,Others,F,30s,8
2021-05,South,AR,Others,F,40s,2
2021-05,South,AR,Others,F,60s,6
2021-05,South,AR,Others,F,70+,1
2021-05,South,AR,Others,M,50s,2
2021-05,South,AR,Others,M,70+,6
2021-05,South,AR,Superstore,F,30s,1
2021-05,South,AR,Superstore,F,60s,1
2021-05,South,AR,"Women's Fashion",F,40s,1
2021-05,South,AR,"Women's Fashion",F,70+,1
2021-05,South,AR,"Women's Fashion",M,10s,1
2021-05,South,AR,"Women's Fashion",M,30s,1
2021-05,South,AR,"Women's Fashion",M,40s,2
2021-05,South,DC,Appliances,F,50s,1
2021-05,South,DC,Appliances,M,60s,2
2021-05,South,DC,Computing,M,60s,2
2021-05,South,DC,"Kids & Baby",M,70+,1
2021-05,South,DC,"Mobiles & Tablets",F,20s,1
2021-05,South,DC,"Mobiles & Tablets",F,40s,2
2021-05,South,DC,"Mobiles & Tablets",M,50s,1
2021-05,South,DC,Others,F,10s,1
2021-05,South,DC,Others,F,30s,1
2021-05,South,DC,Others,F,40s,4
2021-05,South,DC,Others,F,50s,2
2021-05,South,DC,Others,M,40s,11
2021-05,South,DC,Others,M,50s,2
2021-05,South,DC,Others,M,60s,3
2021-05,South,DC,Others,M,70+,1
2021-05,South,DC,"Women's Fashion",F,50s,1
2021-05,South,DE,Entertainment,F,30s,1
2021-05,South,DE,"Mobiles & Tablets",M,20s,1
2021-05,South,DE,Others,F,70+,1
2021-05,South,DE,Others,M,20s,1
2021-05,South,DE,Others,M,70+,2
2021-05,South,DE,"Women's Fashion",M,50s,1
2021-05,South,FL,Appliances,F,40s,1
2021-05,South,FL,Appliances,M,30s,4
2021-05,South,FL,Appliances,M,60s,1
2021-05,South,FL,"Beauty & Grooming",M,60s,2
2021-05,South,FL,Books,M,60s,2
2021-05,South,FL,Computing,F,30s,1
2021-05,South,FL,Computing,M,40s,1
2021-05,South,FL,Computing,M,60s,1
2021-05,South,FL,Entertainment,F,30s,1
2021-05,South,FL,Entertainment,F,70+,1
2021-05,South,FL,Entertainment,M,40s,2
2021-05,South,FL,Entertainment,M,60s,2
2021-05,South,FL,"Health & Sports",F,40s,1
2021-05,South,FL,"Home & Living",M,40s,2
2021-05,South,FL,"Men's Fashion",F,40s,2
2021-05,South,FL,"Men's Fashion",F,50s,1
2021-05,South,FL,"Men's Fashion",F,70+,3
2021-05,South,FL,"Men's Fashion",M,20s,1
2021-05,South,FL,"Men's Fashion",M,30s,1
2021-05,South,FL,"Men's Fashion",M,50s,2
2021-05,South,FL,"Men's Fashion",M,60s,2
2021-05,South,FL,"Mobiles & Tablets",F,40s,1
2021-05,South,FL,"Mobiles & Tablets",F,50s,1
2021-05,South,FL,"Mobiles & Tablets",M,20s,2
2021-05,South,FL,"Mobiles & Tablets",M,30s,2
2021-05,South,FL,"Mobiles & Tablets",M,40s,1
2021-05,South,FL,"Mobiles & Tablets",M,50s,3
2021-05,South,FL,Others,F,10s,8
2021-05,South,FL,Others,F,30s,1
2021-05,South,FL,Others,F,50s,9
2021-05,South,FL,Others,F,60s,1
2021-05,South,FL,Others,F,70+,3
2021-05,South,FL,Others,M,20s,3
2021-05,South,FL,Others,M,30s,11
2021-05,South,FL,Others,M,40s,8
2021-05,South,FL,Others,M,50s,5
2021-05,South,FL,Others,M,60s,3
2021-05,South,FL,Superstore,M,60s,4
2021-05,South,FL,"Women's Fashion",F,10s,1
2021-05,South,FL,"Women's Fashion",F,30s,2
2021-05,South,FL,"Women's Fashion",F,40s,1
2021-05,South,FL,"Women's Fashion",F,50s,1
2021-05,South,FL,"Women's Fashion",M,30s,1
2021-05,South,FL,"Women's Fashion",M,50s,1
2021-05,South,FL,"Women's Fashion",M,60s,2
2021-05,South,GA,Appliances,F,30s,2
2021-05,South,GA,Appliances,F,50s,1
2021-05,South,GA,Appliances,M,20s,1
2021-05,South,GA,Appliances,M,60s,1
2021-05,South,GA,"Beauty & Grooming",F,20s,1
2021-05,South,GA,"Beauty & Grooming",M,30s,1
2021-05,South,GA,"Beauty & Grooming",M,60s,1
2021-05,South,GA,Books,F,30s,1
2021-05,South,GA,Computing,M,50s,1
2021-05,South,GA,Computing,M,60s,1
2021-05,South,GA,Entertainment,F,40s,1
2021-05,South,GA,Entertainment,M,20s,1
2021-05,South,GA,Entertainment,M,60s,1
2021-05,South,GA,"Health & Sports",M,70+,1
2021-05,South,GA,"Home & Living",F,20s,1
2021-05,South,GA,"Kids & Baby",M,20s,1
2021-05,South,GA,"Men's Fashion",F,70+,7
2021-05,South,GA,"Mobiles & Tablets",F,30s,2
2021-05,South,GA,"Mobiles & Tablets",F,50s,1
2021-05,South,GA,"Mobiles & Tablets",F,60s,2
2021-05,South,GA,"Mobiles & Tablets",F,70+,8
2021-05,South,GA,"Mobiles & Tablets",M,20s,1
2021-05,South,GA,"Mobiles & Tablets",M,30s,1
2021-05,South,GA,"Mobiles & Tablets",M,40s,2
2021-05,South,GA,"Mobiles & Tablets",M,60s,2
2021-05,South,GA,Others,F,20s,1
2021-05,South,GA,Others,F,30s,3
2021-05,South,GA,Others,F,40s,1
2021-05,South,GA,Others,F,50s,4
2021-05,South,GA,Others,F,60s,8
2021-05,South,GA,Others,F,70+,1
2021-05,South,GA,Others,M,30s,2
2021-05,South,GA,Others,M,40s,8
2021-05,South,GA,Others,M,50s,1
2021-05,South,GA,Others,M,60s,1
2021-05,South,GA,Soghaat,F,30s,1
2021-05,South,GA,Soghaat,F,60s,1
2021-05,South,GA,Superstore,F,20s,1
2021-05,South,GA,Superstore,F,60s,1
2021-05,South,GA,Superstore,M,20s,4
2021-05,South,GA,"Women's Fashion",F,10s,1
2021-05,South,GA,"Women's Fashion",F,30s,1
2021-05,South,GA,"Women's Fashion",F,60s,2
2021-05,South,GA,"Women's Fashion",M,10s,1
2021-05,South,GA,"Women's Fashion",M,50s,3
2021-05,South,GA,"Women's Fashion",M,60s,4
2021-05,South,KY,Appliances,F,40s,1
2021-05,South,KY,Appliances,M,30s,1
2021-05,South,KY,Appliances,M,60s,2
2021-05,South,KY,"Beauty & Grooming",F,40s,1
2021-05,South,KY,"Beauty & Grooming",F,50s,1
2021-05,South,KY,"Beauty & Grooming",F,60s,1
2021-05,South,KY,"Beauty & Grooming",M,70+,1
2021-05,South,KY,Computing,F,10s,1
2021-05,South,KY,Computing,F,70+,2
2021-05,South,KY,Computing,M,70+,2
2021-05,South,KY,Entertainment,F,30s,1
2021-05,South,KY,Entertainment,M,20s,1
2021-05,South,KY,"Health & Sports",F,70+,1
2021-05,South,KY,"Home & Living",F,30s,1
2021-05,South,KY,"Home & Living",F,40s,1
2021-05,South,KY,"Kids & Baby",F,20s,1
2021-05,South,KY,"Men's Fashion",F,20s,1
2021-05,South,KY,"Men's Fashion",F,30s,1
2021-05,South,KY,"Men's Fashion",F,50s,1
2021-05,South,KY,"Men's Fashion",F,70+,1
2021-05,South,KY,"Men's Fashion",M,70+,1
2021-05,South,KY,"Mobiles & Tablets",F,30s,9
2021-05,South,KY,"Mobiles & Tablets",F,40s,1
2021-05,South,KY,"Mobiles & Tablets",F,60s,2
2021-05,South,KY,"Mobiles & Tablets",M,10s,1
2021-05,South,KY,"Mobiles & Tablets",M,30s,1
2021-05,South,KY,"Mobiles & Tablets",M,40s,3
2021-05,South,KY,"Mobiles & Tablets",M,50s,4
2021-05,South,KY,"Mobiles & Tablets",M,60s,4
2021-05,South,KY,"Mobiles & Tablets",M,70+,11
2021-05,South,KY,Others,F,10s,1
2021-05,South,KY,Others,F,30s,4
2021-05,South,KY,Others,F,40s,14
2021-05,South,KY,Others,F,50s,5
2021-05,South,KY,Others,F,60s,1
2021-05,South,KY,Others,F,70+,1
2021-05,South,KY,Others,M,20s,3
2021-05,South,KY,Others,M,30s,4
2021-05,South,KY,Others,M,40s,3
2021-05,South,KY,Others,M,50s,6
2021-05,South,KY,Others,M,60s,5
2021-05,South,KY,Superstore,F,70+,1
2021-05,South,KY,"Women's Fashion",F,40s,1
2021-05,South,KY,"Women's Fashion",M,20s,1
2021-05,South,KY,"Women's Fashion",M,30s,1
2021-05,South,KY,"Women's Fashion",M,60s,2
2021-05,South,KY,"Women's Fashion",M,70+,5
2021-05,South,LA,Appliances,M,30s,2
2021-05,South,LA,Appliances,M,50s,2
2021-05,South,LA,Appliances,M,60s,2
2021-05,South,LA,"Beauty & Grooming",F,30s,1
2021-05,South,LA,Computing,F,40s,1
2021-05,South,LA,Computing,M,30s,1
2021-05,South,LA,Entertainment,M,70+,1
2021-05,South,LA,"Home & Living",F,50s,1
2021-05,South,LA,"Men's Fashion",F,20s,1
2021-05,South,LA,"Men's Fashion",F,50s,1
2021-05,South,LA,"Men's Fashion",M,20s,1
2021-05,South,LA,"Men's Fashion",M,50s,1
2021-05,South,LA,"Men's Fashion",M,60s,1
2021-05,South,LA,"Mobiles & Tablets",F,30s,1
2021-05,South,LA,"Mobiles & Tablets",F,40s,1
2021-05,South,LA,"Mobiles & Tablets",F,50s,3
2021-05,South,LA,"Mobiles & Tablets",M,20s,1
2021-05,South,LA,"Mobiles & Tablets",M,50s,1
2021-05,South,LA,Others,F,20s,6
2021-05,South,LA,Others,F,40s,6
2021-05,South,LA,Others,F,60s,1
2021-05,South,LA,Others,M,10s,1
2021-05,South,LA,Others,M,20s,4
2021-05,South,LA,Others,M,30s,4
2021-05,South,LA,Others,M,50s,8
2021-05,South,LA,Others,M,60s,11
2021-05,South,LA,"Women's Fashion",F,20s,2
2021-05,South,LA,"Women's Fashion",F,30s,1
2021-05,South,LA,"Women's Fashion",F,50s,1
2021-05,South,LA,"Women's Fashion",M,20s,2
2021-05,South,LA,"Women's Fashion",M,40s,1
2021-05,South,MD,Appliances,F,60s,3
2021-05,South,MD,Appliances,M,20s,1
2021-05,South,MD,Appliances,M,70+,1
2021-05,South,MD,"Beauty & Grooming",M,50s,1
2021-05,South,MD,"Beauty & Grooming",M,70+,1
2021-05,South,MD,Entertainment,F,20s,1
2021-05,South,MD,Entertainment,M,50s,1
2021-05,South,MD,"Health & Sports",M,70+,1
2021-05,South,MD,"Men's Fashion",M,30s,1
2021-05,South,MD,"Men's Fashion",M,70+,1
2021-05,South,MD,"Mobiles & Tablets",F,20s,2
2021-05,South,MD,"Mobiles & Tablets",M,20s,2
2021-05,South,MD,"Mobiles & Tablets",M,30s,1
2021-05,South,MD,"Mobiles & Tablets",M,50s,1
2021-05,South,MD,"Mobiles & Tablets",M,60s,1
2021-05,South,MD,"Mobiles & Tablets",M,70+,3
2021-05,South,MD,Others,F,30s,1
2021-05,South,MD,Others,F,50s,3
2021-05,South,MD,Others,F,60s,1
2021-05,South,MD,Others,M,10s,1
2021-05,South,MD,Others,M,20s,3
2021-05,South,MD,Others,M,40s,4
2021-05,South,MD,Others,M,50s,4
2021-05,South,MD,Superstore,M,50s,1
2021-05,South,MD,"Women's Fashion",M,20s,1
2021-05,South,MS,Appliances,F,50s,2
2021-05,South,MS,Appliances,F,70+,4
2021-05,South,MS,Appliances,M,30s,1
2021-05,South,MS,"Beauty & Grooming",M,30s,1
2021-05,South,MS,"Beauty & Grooming",M,50s,1
2021-05,South,MS,Computing,M,50s,1
2021-05,South,MS,"Home & Living",F,10s,1
2021-05,South,MS,"Home & Living",F,40s,1
2021-05,South,MS,"Men's Fashion",F,40s,2
2021-05,South,MS,"Mobiles & Tablets",F,40s,2
2021-05,South,MS,"Mobiles & Tablets",F,70+,6
2021-05,South,MS,"Mobiles & Tablets",M,20s,2
2021-05,South,MS,"Mobiles & Tablets",M,50s,1
2021-05,South,MS,"Mobiles & Tablets",M,60s,4
2021-05,South,MS,Others,F,30s,2
2021-05,South,MS,Others,F,60s,1
2021-05,South,MS,Others,M,20s,3
2021-05,South,MS,Others,M,30s,3
2021-05,South,MS,Others,M,40s,2
2021-05,South,MS,Others,M,60s,2
2021-05,South,MS,"Women's Fashion",F,40s,1
2021-05,South,MS,"Women's Fashion",F,60s,1
2021-05,South,MS,"Women's Fashion",M,30s,1
2021-05,South,NC,Appliances,F,20s,3
2021-05,South,NC,Appliances,F,50s,6
2021-05,South,NC,Appliances,M,40s,2
2021-05,South,NC,Appliances,M,70+,1
2021-05,South,NC,"Beauty & Grooming",M,30s,2
2021-05,South,NC,"Beauty & Grooming",M,50s,2
2021-05,South,NC,Computing,F,50s,1
2021-05,South,NC,Computing,M,20s,1
2021-05,South,NC,Computing,M,50s,2
2021-05,South,NC,Computing,M,60s,9
2021-05,South,NC,Computing,M,70+,1
2021-05,South,NC,Entertainment,F,30s,1
2021-05,South,NC,Entertainment,F,40s,1
2021-05,South,NC,Entertainment,F,50s,1
2021-05,South,NC,Entertainment,M,40s,1
2021-05,South,NC,"Home & Living",M,50s,1
2021-05,South,NC,"Kids & Baby",F,50s,1
2021-05,South,NC,"Men's Fashion",F,30s,5
2021-05,South,NC,"Men's Fashion",F,50s,1
2021-05,South,NC,"Mobiles & Tablets",F,30s,6
2021-05,South,NC,"Mobiles & Tablets",F,40s,2
2021-05,South,NC,"Mobiles & Tablets",F,50s,6
2021-05,South,NC,"Mobiles & Tablets",F,60s,2
2021-05,South,NC,"Mobiles & Tablets",M,20s,25
2021-05,South,NC,"Mobiles & Tablets",M,30s,3
2021-05,South,NC,"Mobiles & Tablets",M,60s,18
2021-05,South,NC,Others,F,20s,3
2021-05,South,NC,Others,F,30s,1
2021-05,South,NC,Others,F,40s,4
2021-05,South,NC,Others,F,50s,2
2021-05,South,NC,Others,F,60s,1
2021-05,South,NC,Others,F,70+,4
2021-05,South,NC,Others,M,20s,4
2021-05,South,NC,Others,M,30s,4
2021-05,South,NC,Others,M,50s,1
2021-05,South,NC,Others,M,60s,2
2021-05,South,NC,Superstore,F,10s,1
2021-05,South,NC,Superstore,F,20s,1
2021-05,South,NC,Superstore,F,30s,1
2021-05,South,NC,Superstore,M,50s,1
2021-05,South,NC,"Women's Fashion",F,40s,1
2021-05,South,NC,"Women's Fashion",F,50s,2
2021-05,South,NC,"Women's Fashion",M,20s,2
2021-05,South,NC,"Women's Fashion",M,50s,2
2021-05,South,NC,"Women's Fashion",M,60s,2
2021-05,South,OK,Appliances,F,20s,5
2021-05,South,OK,Appliances,F,50s,1
2021-05,South,OK,Appliances,F,70+,2
2021-05,South,OK,Appliances,M,60s,2
2021-05,South,OK,"Beauty & Grooming",F,20s,1
2021-05,South,OK,Computing,F,30s,1
2021-05,South,OK,Computing,F,60s,1
2021-05,South,OK,Entertainment,M,60s,2
2021-05,South,OK,"Home & Living",F,70+,2
2021-05,South,OK,"Kids & Baby",F,40s,1
2021-05,South,OK,"Kids & Baby",F,70+,1
2021-05,South,OK,"Men's Fashion",F,50s,1
2021-05,South,OK,"Men's Fashion",M,30s,1
2021-05,South,OK,"Mobiles & Tablets",F,10s,2
2021-05,South,OK,"Mobiles & Tablets",F,50s,8
2021-05,South,OK,"Mobiles & Tablets",F,60s,2
2021-05,South,OK,"Mobiles & Tablets",M,20s,1
2021-05,South,OK,"Mobiles & Tablets",M,30s,8
2021-05,South,OK,"Mobiles & Tablets",M,40s,6
2021-05,South,OK,"Mobiles & Tablets",M,70+,1
2021-05,South,OK,Others,F,30s,3
2021-05,South,OK,Others,F,50s,2
2021-05,South,OK,Others,F,60s,3
2021-05,South,OK,Others,F,70+,2
2021-05,South,OK,Others,M,10s,1
2021-05,South,OK,Others,M,20s,1
2021-05,South,OK,Others,M,30s,1
2021-05,South,OK,Others,M,40s,3
2021-05,South,OK,Others,M,60s,4
2021-05,South,OK,Others,M,70+,1
2021-05,South,OK,"Women's Fashion",F,20s,1
2021-05,South,OK,"Women's Fashion",F,30s,3
2021-05,South,OK,"Women's Fashion",F,50s,1
2021-05,South,OK,"Women's Fashion",F,60s,1
2021-05,South,OK,"Women's Fashion",M,20s,1
2021-05,South,OK,"Women's Fashion",M,40s,1
2021-05,South,SC,Appliances,F,20s,2
2021-05,South,SC,Appliances,M,50s,1
2021-05,South,SC,Appliances,M,60s,1
2021-05,South,SC,Computing,F,30s,4
2021-05,South,SC,Entertainment,F,40s,1
2021-05,South,SC,Entertainment,M,70+,1
2021-05,South,SC,"Home & Living",M,40s,1
2021-05,South,SC,"Men's Fashion",F,30s,1
2021-05,South,SC,"Men's Fashion",F,70+,1
2021-05,South,SC,"Men's Fashion",M,40s,2
2021-05,South,SC,"Mobiles & Tablets",F,30s,1
2021-05,South,SC,"Mobiles & Tablets",F,50s,1
2021-05,South,SC,"Mobiles & Tablets",F,70+,6
2021-05,South,SC,"Mobiles & Tablets",M,40s,1
2021-05,South,SC,"Mobiles & Tablets",M,50s,1
2021-05,South,SC,Others,F,30s,1
2021-05,South,SC,Others,M,20s,3
2021-05,South,SC,Others,M,30s,4
2021-05,South,SC,Others,M,40s,4
2021-05,South,SC,Others,M,50s,4
2021-05,South,SC,Others,M,70+,1
2021-05,South,SC,"Women's Fashion",F,20s,1
2021-05,South,SC,"Women's Fashion",F,50s,1
2021-05,South,SC,"Women's Fashion",F,60s,3
2021-05,South,TN,Appliances,F,40s,1
2021-05,South,TN,Appliances,M,70+,1
2021-05,South,TN,"Beauty & Grooming",F,20s,1
2021-05,South,TN,"Beauty & Grooming",F,60s,1
2021-05,South,TN,Computing,F,50s,1
2021-05,South,TN,Computing,F,60s,1
2021-05,South,TN,Computing,M,30s,2
2021-05,South,TN,Entertainment,M,70+,2
2021-05,South,TN,"Home & Living",F,70+,1
2021-05,South,TN,"Men's Fashion",F,20s,1
2021-05,South,TN,"Men's Fashion",M,60s,1
2021-05,South,TN,"Mobiles & Tablets",F,50s,2
2021-05,South,TN,"Mobiles & Tablets",F,60s,10
2021-05,South,TN,"Mobiles & Tablets",M,20s,1
2021-05,South,TN,"Mobiles & Tablets",M,30s,2
2021-05,South,TN,"Mobiles & Tablets",M,40s,1
2021-05,South,TN,"Mobiles & Tablets",M,50s,3
2021-05,South,TN,"Mobiles & Tablets",M,70+,1
2021-05,South,TN,Others,F,10s,1
2021-05,South,TN,Others,F,20s,4
2021-05,South,TN,Others,F,30s,3
2021-05,South,TN,Others,F,50s,6
2021-05,South,TN,Others,F,70+,1
2021-05,South,TN,Others,M,10s,6
2021-05,South,TN,Others,M,20s,5
2021-05,South,TN,Others,M,30s,8
2021-05,South,TN,Others,M,40s,2
2021-05,South,TN,Others,M,50s,1
2021-05,South,TN,Others,M,70+,1
2021-05,South,TN,"Women's Fashion",F,20s,2
2021-05,South,TN,"Women's Fashion",F,60s,1
2021-05,South,TN,"Women's Fashion",M,20s,2
2021-05,South,TN,"Women's Fashion",M,60s,2
2021-05,South,TN,"Women's Fashion",M,70+,2
2021-05,South,TX,Appliances,F,10s,1
2021-05,South,TX,Appliances,F,20s,2
2021-05,South,TX,Appliances,F,30s,1
2021-05,South,TX,Appliances,F,40s,3
2021-05,South,TX,Appliances,F,50s,1
2021-05,South,TX,Appliances,F,60s,1
2021-05,South,TX,Appliances,F,70+,2
2021-05,South,TX,Appliances,M,20s,1
2021-05,South,TX,Appliances,M,30s,4
2021-05,South,TX,Appliances,M,40s,2
2021-05,South,TX,Appliances,M,50s,1
2021-05,South,TX,"Beauty & Grooming",F,30s,2
2021-05,South,TX,"Beauty & Grooming",F,60s,1
